work_id,title,override_slug,automatic_slug,status,detail
CUBILLO_RayoDeAndalucia(PrimeraParte)(Transk-IMPR),Rayo de Andalucía y genízaro de España (primera parte),analisis-estilometrico-el-rayo-de-andalucia-y-genizaro-de-espana-primera-parte,analisis-estilometrico-rayo-de-andalucia-y-genizaro-de-espana-primera-parte,ok,present-in-old-csv
CUBILLO_RayoDeAndalucia(SegundaParte)(Transk-IMPR),Rayo de Andalucía y genízaro de España (segunda parte),analisis-estilometrico-el-rayo-de-andalucia-y-genizaro-de-espana-segunda-parte,analisis-estilometrico-rayo-de-andalucia-y-genizaro-de-espana-segunda-parte,ok,present-in-old-csv
FIGUEROA-DIEGO-Y-JOSE_RendirseALaObligacion(Transk-IMPR),Rendirse a la obligación,analisis-estilometrico-rendirse-la-obligacion,analisis-estilometrico-rendirse-a-la-obligacion,ok,present-in-old-csv
QUINONES_RoqueFigueroaMadrid(Loa),Roque de Figueroa a empezar en Madrid,analisis-estilometrico-roque-de-figueroa-empezar-en-madrid,analisis-estilometrico-roque-de-figueroa-a-empezar-en-madrid,ok,present-in-old-csv
VELEZ_RosaDeAlejandria,"Rosa de Alejandría, La",analisis-estilometrico-la-rosa-de-alejandria,analisis-estilometrico-la-rosa-de-alejandria-0,ok,present-in-old-csv
ROSETE_RosaDeAlejandria(Transk-IMPR),"Rosa de Alejandría, La",analisis-estilometrico-la-rosa-de-alejandria-santa-catalina-virgen-martir-y-doctora,analisis-estilometrico-la-rosa-de-alejandria,ok,present-in-old-csv
LANINI_SaberObligarADios(Transk-MSS),Saber obligar a Dios para llegar a ser rey,analisis-estilometrico-saber-obligar-dios-para-llegar-ser-rey,analisis-estilometrico-saber-obligar-a-dios-para-llegar-a-ser-rey,ok,present-in-old-csv
DESCONOCIDO_SanBartolomePrincipeDeLaIndia(Transk-MSS),"San Bartolomé, príncipe de la India del Pigu y apóstol de Jesucristo (comedia segunda)",analisis-estilometrico-san-bartolome-principe-de-la-india-del-pigu-y-apostol-de-jesucristo,analisis-estilometrico-san-bartolome-principe-de-la-india-del-pigu-y-apostol-de,ok,present-in-old-csv
LOPEdudosa_SanIsidroLabrador,San Isidro labrador de Madrid y victoria de las Navas de Tolosa por el rey don Alfonso,analisis-estilometrico-san-isidro-labrador-de-madrid-y-victoria-de-las-navas-de-tolosa-por,analisis-estilometrico-san-isidro-labrador-de-madrid-y-victoria-de-las-navas-de-tolosa,ok,present-in-old-csv
ENRIQUEZ_SantaTaez,Santa Táez,analisis-estilometrico-santa-taez-0,analisis-estilometrico-santa-taez,ok,present-in-old-csv
ROJAS_SantaTaez,Santa Táez,analisis-estilometrico-santa-taez,analisis-estilometrico-santa-taez-0,ok,present-in-old-csv
CALDERON_SantoRey(PrimeraParte)(Auto),"Santo rey don Fernando, El (primera parte)",analisis-estilometrico-el-santo-rey-ron-fernando-primera-parte,analisis-estilometrico-el-santo-rey-don-fernando-primera-parte,ok,present-in-old-csv
CALDERON_SecretoAVoces,"Secreto a voces, El (según autógrafo)",analisis-estilometrico-el-secreto-voces-segun-autografo,analisis-estilometrico-el-secreto-a-voces-segun-autografo,ok,present-in-old-csv
ALARCON_SemejanteASiMismo,"Semejante a sí mismo, El",analisis-estilometrico-el-semejante-si-mismo,analisis-estilometrico-el-semejante-a-si-mismo,ok,present-in-old-csv
LOPE_SerranaDeLaVera,"Serrana de la Vera, La",analisis-estilometrico-la-serrana-de-la-vera-0,analisis-estilometrico-la-serrana-de-la-vera,ok,present-in-old-csv
VELEZ_SerranaDeLaVera,"Serrana de la Vera, La",analisis-estilometrico-la-serrana-de-la-vera,analisis-estilometrico-la-serrana-de-la-vera-0,ok,present-in-old-csv
LOPE_ServirABuenos,"Servir a buenos, El",analisis-estilometrico-el-servir-buenos,analisis-estilometrico-el-servir-a-buenos,ok,present-in-old-csv
LOPE_ServirASenor,Servir a señor discreto,analisis-estilometrico-servir-senor-discreto,analisis-estilometrico-servir-a-senor-discreto,ok,present-in-old-csv
CANIZARES_SiUnaVezLlegaAQuerer(Transk-IMPR),Si una vez llega a querer la más firme es la mujer,analisis-estilometrico-si-una-vez-llega-querer-la-mas-firme-es-la-mujer,analisis-estilometrico-si-una-vez-llega-a-querer-la-mas-firme-es-la-mujer,ok,present-in-old-csv
HURTADO-VELARDE_SieteInfantesDeLara(Transk-IMPR),"Siete infantes de Lara, Los",analisis-estilometrico-los-siete-infantes-de-lara-0,analisis-estilometrico-los-siete-infantes-de-lara,ok,present-in-old-csv
CUEVA_SieteInfantesDeLara(Transk-IMPR),"Siete infantes de Lara, Los",analisis-estilometrico-los-siete-infantes-de-lara,analisis-estilometrico-los-siete-infantes-de-lara-0,ok,present-in-old-csv
MIRA_SolAMediaNoche(Auto),"Sol a medianoche, El",analisis-estilometrico-el-sol-medianoche,analisis-estilometrico-el-sol-a-medianoche,ok,present-in-old-csv
DESCONOCIDO_SoldadoAMerced(Auto),"Soldado a merced, El",analisis-estilometrico-el-soldado-merced,analisis-estilometrico-el-soldado-a-merced,ok,present-in-old-csv
DIAMANTE_TiranoCastigado(Transk-IMPR),"Tirano castigado, El",analisis-estilometrico-el-tirano-castigado-0,analisis-estilometrico-el-tirano-castigado,ok,present-in-old-csv
LOPE_TiranoCastigado,"Tirano castigado, El",analisis-estilometrico-el-tirano-castigado,analisis-estilometrico-el-tirano-castigado-0,ok,present-in-old-csv
CALLE-FRANCISCO_TresHermanosDelCielo(Transk-MSS),"Tres hermanos del cielo y mártires de Carlete, Los",analisis-estilometrico-los-tres-hermanos-del-cielo,analisis-estilometrico-los-tres-hermanos-del-cielo-y-martires-de-carlete,ok,present-in-old-csv
TORRE-FARFAN_TresNochesEnLaQuinta(Transk-IMPR),"Tres noches en la quinta, Las",analisis-estilometrico-las-tres-noches-de-la-quinta,analisis-estilometrico-las-tres-noches-en-la-quinta,ok,present-in-old-csv
VELEZ_MayorTriunfoDeCiro,"Triunfo mayor de Ciro, saber vencerse a sí mismo, El",analisis-estilometrico-el-triunfo-mayor-de-ciro-saber-vencerse-si-mismo,analisis-estilometrico-el-triunfo-mayor-de-ciro-saber-vencerse-a-si-mismo,ok,present-in-old-csv
CALDERON_TuProjimo(PimeraVersion)(Auto),Tu prójimo como a ti (primera versión),analisis-estilometrico-tu-projimo-como-ti-primera-version,analisis-estilometrico-tu-projimo-como-a-ti-primera-version,ok,present-in-old-csv
DESCONOCIDO_UnHijoQueNegoASuPadre(Entremes),Un hijo que negó a su padre,analisis-estilometrico-un-hijo-que-nego-su-padre,analisis-estilometrico-un-hijo-que-nego-a-su-padre,ok,present-in-old-csv
GODINEZdudosa_VenganzaDeTamar(Transk-IMPR),"Venganza de Tamar, La",analisis-estilometrico-la-venganza-de-tamar-0,analisis-estilometrico-la-venganza-de-tamar,ok,present-in-old-csv
TIRSO_VenganzaDeTamar,"Venganza de Tamar, La",analisis-estilometrico-la-venganza-de-tamar,analisis-estilometrico-la-venganza-de-tamar-0,ok,present-in-old-csv
DESCONOCIDO(3)_VenganzaEnLosAgravios,Venganza en los agravios,analisis-estilometrico-la-venganza-en-los-agravios,analisis-estilometrico-venganza-en-los-agravios,ok,present-in-old-csv
LOPE_VidaYMuerteDelReyBamba,Vida y muerte del rey Bamba,analisis-estilometrico-la-vida-y-muerte-del-rey-bamba,analisis-estilometrico-vida-y-muerte-del-rey-bamba,ok,present-in-old-csv
CUBILLO_CondeDirlos(Transk-IMPR),"Conde Dirlos, El",analisis-estilometrico-el-conde-dirlos-el-conde-de-irlos,analisis-estilometrico-el-conde-dirlos,ok,present-in-old-csv
LOPEZ-CASTRO_MarcoAntonio(Transk-MSS),Marco Antonio y Cleopatra,analisis-estilometrico-marco-antonio-y-cleopatra-0,analisis-estilometrico-marco-antonio-y-cleopatra,old-slug-not-found,not-present-in-old-csv
ALARCON_NoHayMalQuePorBienNoVenga,No hay mal que por bien no venga,analisis-estilometrico-no-hay-mal-que-por-bien-no-venga-don-domingo-de-don-blas,analisis-estilometrico-no-hay-mal-que-por-bien-no-venga,ok,present-in-old-csv
CALDERONdudosa_MarcoAntonioYCleopatra(Transk-IMPR),Marco Antonio y Cleopatra,analisis-estilometrico-marco-antonio-y-cleopatra,analisis-estilometrico-marco-antonio-y-cleopatra-0,ok,present-in-old-csv
