work_id,title,otrostitulos,new_url,slug
VIVAS_AciagoMasDichoso(PrimeraParte)(Transk-MSS),"Aciago más dichoso, El (primera parte)",,https://etso.es/informes/analisis-estilometrico-el-aciago-mas-dichoso-primera-parte,analisis-estilometrico-el-aciago-mas-dichoso-primera-parte
VIVAS_AciagoMasDichoso(SegundaParte)(Transk-MSS),"Aciago más dichoso, El (segunda parte)",,https://etso.es/informes/analisis-estilometrico-el-aciago-mas-dichoso-segunda-parte,analisis-estilometrico-el-aciago-mas-dichoso-segunda-parte
GENIS_AdquirirParaReinar(Transk-IMPR),"Adquirir para reinar, triunfos de Felipe V y gloria de Gabriela",,https://etso.es/informes/analisis-estilometrico-adquirir-para-reinar-triunfos-de-felipe-v-y-gloria-de-gabriela,analisis-estilometrico-adquirir-para-reinar-triunfos-de-felipe-v-y-gloria-de-gabriela
LANINI&VILLARROEL_AfricanoNeronMuleyIsmael(Transk-MSS),"Africano Nerón, Muley Ismael, El",,https://etso.es/informes/analisis-estilometrico-el-africano-neron-muley-ismael,analisis-estilometrico-el-africano-neron-muley-ismael
VIDAL_AlamedaDeValencia(Transk-MSS),"Alameda de Valencia y confusión de un paseo, La",,https://etso.es/informes/analisis-estilometrico-la-alameda-de-valencia-y-confusion-de-un-paseo,analisis-estilometrico-la-alameda-de-valencia-y-confusion-de-un-paseo
LOPEdudosa_AllaDarasRayo,"Allá darás, rayo","A firma de labios, fuerza de brazos",https://etso.es/informes/analisis-estilometrico-alla-daras-rayo,analisis-estilometrico-alla-daras-rayo
CALDERON_AmarDespuesDeLaMuerte,Amar después de la muerte,"Tuzaní de las Alpujarras, El",https://etso.es/informes/analisis-estilometrico-amar-despues-de-la-muerte,analisis-estilometrico-amar-despues-de-la-muerte
LOPEdudosa_AmigosEnojados,"Amigos enojados, Los",,https://etso.es/informes/analisis-estilometrico-los-amigos-enojados,analisis-estilometrico-los-amigos-enojados
LOPEdudosa_AmorBandolero,"Amor bandolero, El",,https://etso.es/informes/analisis-estilometrico-el-amor-bandolero,analisis-estilometrico-el-amor-bandolero
DESCONOCIDO_AmorDestronaMonarcas(Transk-IMPR),Amor destrona monarcas y rey muerto por amor,,https://etso.es/informes/analisis-estilometrico-amor-destrona-monarcas-y-rey-muerto-por-amor,analisis-estilometrico-amor-destrona-monarcas-y-rey-muerto-por-amor
VIDAL_AmorEsEsclavitud(Transk-MSS),Amor es esclavitud,,https://etso.es/informes/analisis-estilometrico-amor-es-esclavitud,analisis-estilometrico-amor-es-esclavitud
LLAMOSAS_AmorIndustriaYPoder(Transk-IMPR),"Amor, industria y poder",,https://etso.es/informes/analisis-estilometrico-amor-industria-y-poder,analisis-estilometrico-amor-industria-y-poder
MATOS_AmorLealtadYVentura,"Amor, lealtad y ventura",,https://etso.es/informes/analisis-estilometrico-amor-lealtad-y-ventura,analisis-estilometrico-amor-lealtad-y-ventura
DESCONOCIDO_AmoresDelAlma(Auto)(Transk-MSS),Amores del alma con el príncipe de la luz,,https://etso.es/informes/analisis-estilometrico-amores-del-alma-con-el-principe-de-la-luz,analisis-estilometrico-amores-del-alma-con-el-principe-de-la-luz
MORALES_AmoresYLocurasDelCondeLoco,"Amores y locuras del conde loco, Los",,https://etso.es/informes/analisis-estilometrico-los-amores-y-locuras-del-conde-loco,analisis-estilometrico-los-amores-y-locuras-del-conde-loco
VELEZ_AmotinadosDeFlandes,"Amotinados de Flandes, Los",,https://etso.es/informes/analisis-estilometrico-los-amotinados-de-flandes,analisis-estilometrico-los-amotinados-de-flandes
DESCONOCIDO_ApoloElDeseado(Transk-MSS),Apolo el deseado,,https://etso.es/informes/analisis-estilometrico-apolo-el-deseado,analisis-estilometrico-apolo-el-deseado
LANINI&DIAMANTE_ApostolValencianoSanVicenteFerrer(Transk-MSS),"Apóstol de Valencia, San Vicente Ferrer, El",,https://etso.es/informes/analisis-estilometrico-el-apostol-de-valencia-san-vicente-ferrer,analisis-estilometrico-el-apostol-de-valencia-san-vicente-ferrer
ALFARO_AristomenesMesenio,Aristómenes Mesenio,Por el esfuerzo la dicha,https://etso.es/informes/analisis-estilometrico-aristomenes-mesenio,analisis-estilometrico-aristomenes-mesenio
DESCONOCIDO_AsedioYAsaltoDePeniscola(Transk-MSS),"Asedio y sitio de Peñíscola, El",,https://etso.es/informes/analisis-estilometrico-el-asedio-y-sitio-de-peniscola,analisis-estilometrico-el-asedio-y-sitio-de-peniscola
MANZANO_AsombroDeLaSierra(Transk-MSS),"Asombro de la sierra en milagros y devotos, Nuestra Señora de Hoyos, El",,https://etso.es/informes/analisis-estilometrico-el-asombro-de-la-sierra-en-milagros-y-devotos-nuestra-senora-de,analisis-estilometrico-el-asombro-de-la-sierra-en-milagros-y-devotos-nuestra-senora-de
TORRE-SEVIL_AzucenaDeEtiopiaLucesDeLaAurora(Transk-IMPR),"Azucena de Etiopía, La",Luces de la aurora,https://etso.es/informes/analisis-estilometrico-la-azucena-de-etiopia,analisis-estilometrico-la-azucena-de-etiopia
BARCENA_BabiloniaDeEuropa(Transk-IMPR),"Babilonia de Europa y primer rey de romanos, La",,https://etso.es/informes/analisis-estilometrico-la-babilonia-de-europa-y-primer-rey-de-romanos,analisis-estilometrico-la-babilonia-de-europa-y-primer-rey-de-romanos
DESCONOCIDO_BienNacidoEncubierto,"Bien nacido encubierto, El",,https://etso.es/informes/analisis-estilometrico-el-bien-nacido-encubierto,analisis-estilometrico-el-bien-nacido-encubierto
MIRAdudosa_CaballeroSinNombre,"Caballero sin nombre, El",,https://etso.es/informes/analisis-estilometrico-el-caballero-sin-nombre,analisis-estilometrico-el-caballero-sin-nombre
CUELLAR_CadaCualASuNegocio(Transk-IMPR),Cada cual a su negocio,Hacer cada uno lo que debe,https://etso.es/informes/analisis-estilometrico-cada-cual-a-su-negocio,analisis-estilometrico-cada-cual-a-su-negocio
MIRA_CapitanJepte,"Capitán Jepté, El","Hija de Jepté, La",https://etso.es/informes/analisis-estilometrico-el-capitan-jepte,analisis-estilometrico-el-capitan-jepte
DESCONOCIDO_CarreteroDeLaMancha,"Carretero de la Mancha, El",,https://etso.es/informes/analisis-estilometrico-el-carretero-de-la-mancha,analisis-estilometrico-el-carretero-de-la-mancha
CUBILLO_CasadosPorFuerzaEjemploDeDesdichasEnganoHacerVirtud(Transk-IMPR),"Casados por fuerza, y ejemplo de desdichas, Los",Del engaño hacer virtud,https://etso.es/informes/analisis-estilometrico-los-casados-por-fuerza-y-ejemplo-de-desdichas,analisis-estilometrico-los-casados-por-fuerza-y-ejemplo-de-desdichas
DESCONOCIDO_Casamentero,"Casamentero, El",,https://etso.es/informes/analisis-estilometrico-el-casamentero,analisis-estilometrico-el-casamentero
VELA_CasarsePorGolosina(Transk-IMPR),Casarse por golosina y refranes a trompón,,https://etso.es/informes/analisis-estilometrico-casarse-por-golosina-y-refranes-a-trompon,analisis-estilometrico-casarse-por-golosina-y-refranes-a-trompon
DESCONOCIDO_CastilloDeLaFe(Auto)(Transk-MSS),"Castillo de la fe, El",,https://etso.es/informes/analisis-estilometrico-el-castillo-de-la-fe,analisis-estilometrico-el-castillo-de-la-fe
VALDIVIELSO_CautivosLibres(Auto)(Modern-Aut),"Cautivos libres, Los",,https://etso.es/informes/analisis-estilometrico-los-cautivos-libres,analisis-estilometrico-los-cautivos-libres
COELLO_CelosHonorYCordura(Transk-IMPR),"Celos, horor y cordura",,https://etso.es/informes/analisis-estilometrico-celos-horor-y-cordura,analisis-estilometrico-celos-horor-y-cordura
DESCONOCIDO(3)_CieloPorLosCabellos(Transk-IMPR),"Cielo por los cabellos, Santa Inés, El",,https://etso.es/informes/analisis-estilometrico-el-cielo-por-los-cabellos-santa-ines,analisis-estilometrico-el-cielo-por-los-cabellos-santa-ines
MIRA_CisneDeAlejandriaProdigioDeEtiopia,"Cisne de Alejandría, El","Prodigio de Etiopia, El",https://etso.es/informes/analisis-estilometrico-el-cisne-de-alejandria,analisis-estilometrico-el-cisne-de-alejandria
VELEZ_Colmeneruela(Baile),Colmeneruela,,https://etso.es/informes/analisis-estilometrico-colmeneruela,analisis-estilometrico-colmeneruela
VIDAL_ColoniaDeDiana(Transk-IMPR),"Colonia de Diana, La",,https://etso.es/informes/analisis-estilometrico-la-colonia-de-diana,analisis-estilometrico-la-colonia-de-diana
LOPEdudosa_ComediaOtomana,"Comedia otomana, La","Otomano famoso, El",https://etso.es/informes/analisis-estilometrico-la-comedia-otomana,analisis-estilometrico-la-comedia-otomana
PRADO-JOSE_ComprarUnHombreSuSuerte(Transk-MSS),Comprar un hombre su suerte,,https://etso.es/informes/analisis-estilometrico-comprar-un-hombre-su-suerte,analisis-estilometrico-comprar-un-hombre-su-suerte
DESCONOCIDO_CondeDeMatissio(Transk-MSS),"Conde de Matissio, El",,https://etso.es/informes/analisis-estilometrico-el-conde-de-matissio,analisis-estilometrico-el-conde-de-matissio
COELLO_CondeDeSexTragediaMasLastimosa,"Conde de Sex, El","Tragedia más lastimosa, La",https://etso.es/informes/analisis-estilometrico-el-conde-de-sex,analisis-estilometrico-el-conde-de-sex
MORETO&ALII_ConfusionDeUnJardin,"Confusión de un jardín, La",Haz bien y guárdate,https://etso.es/informes/analisis-estilometrico-la-confusion-de-un-jardin,analisis-estilometrico-la-confusion-de-un-jardin
DESCONOCIDO_ReyDonRamiro(Transk-IMPR),"Conquista de Madrid por el rey don Ramiro y conde Fernán González, La",,https://etso.es/informes/analisis-estilometrico-la-conquista-de-madrid-por-el-rey-don-ramiro-y-conde-fernan,analisis-estilometrico-la-conquista-de-madrid-por-el-rey-don-ramiro-y-conde-fernan
GARCIA-PRADO_ConquistaDeValencia(Transk-MSS),"Conquista de Valencia y niñeces de San Pedro Pascual, La",,https://etso.es/informes/analisis-estilometrico-la-conquista-de-valencia-y-nineces-de-san-pedro-pascual,analisis-estilometrico-la-conquista-de-valencia-y-nineces-de-san-pedro-pascual
DESCONOCIDO_ConstanteGriselda(Transk-IMPR),"Constante Griselda, La",,https://etso.es/informes/analisis-estilometrico-la-constante-griselda,analisis-estilometrico-la-constante-griselda
CALDERONdudosa_ConsumoDelVellon(Auto),"Consumo del vellón, El",,https://etso.es/informes/analisis-estilometrico-el-consumo-del-vellon,analisis-estilometrico-el-consumo-del-vellon
DESCONOCIDO_ContiendaDeCesarYPompeyo(Coloquio)(Transk-MSS),"Contienda de César y Pompeyo, La",,https://etso.es/informes/analisis-estilometrico-la-contienda-de-cesar-y-pompeyo,analisis-estilometrico-la-contienda-de-cesar-y-pompeyo
VIDAL_ContraElEncantoElEscudo(Auto)(Transk-MSS),Contra el encanto el escudo,,https://etso.es/informes/analisis-estilometrico-contra-el-encanto-el-escudo,analisis-estilometrico-contra-el-encanto-el-escudo
DESCONOCIDO_ConversionDeSanPablo(Auto)(Transk-MSS),"Conversión de San Pablo, La",,https://etso.es/informes/analisis-estilometrico-la-conversion-de-san-pablo,analisis-estilometrico-la-conversion-de-san-pablo
GARCIA-PRADO_ConvertirseElMal(Transk-MSS),Convertirse el mal en bien,,https://etso.es/informes/analisis-estilometrico-convertirse-el-mal-en-bien,analisis-estilometrico-convertirse-el-mal-en-bien
MATOS_CosariaCatalana,"Cosaria catalana, La",,https://etso.es/informes/analisis-estilometrico-la-cosaria-catalana,analisis-estilometrico-la-cosaria-catalana
DESCONOCIDO_CuevaDeLosSalvajes,"Cueva de los salvajes, La",,https://etso.es/informes/analisis-estilometrico-la-cueva-de-los-salvajes,analisis-estilometrico-la-cueva-de-los-salvajes
REYES_CulebraDeOro(Transk-MSS),"Culebra de oro, La",,https://etso.es/informes/analisis-estilometrico-la-culebra-de-oro,analisis-estilometrico-la-culebra-de-oro
VELEZ_Curiosa(Loa),Curiosa,,https://etso.es/informes/analisis-estilometrico-curiosa,analisis-estilometrico-curiosa
DESCONOCIDO_DamaFregona,Dama fregona,"Lupercia constante, La",https://etso.es/informes/analisis-estilometrico-dama-fregona,analisis-estilometrico-dama-fregona
BELMONTE_DarlesConLaEntretenida,Darles con la entretenida,,https://etso.es/informes/analisis-estilometrico-darles-con-la-entretenida,analisis-estilometrico-darles-con-la-entretenida
DESCONOCIDO_DedoDeDios,"Dedo de Dios, San Ignacio de Loyola, El",,https://etso.es/informes/analisis-estilometrico-el-dedo-de-dios-san-ignacio-de-loyola,analisis-estilometrico-el-dedo-de-dios-san-ignacio-de-loyola
LOPEdudosa_DefensaEnLaVerdad(Transk-IMPR),"Defensa en la verdad, La",,https://etso.es/informes/analisis-estilometrico-la-defensa-en-la-verdad,analisis-estilometrico-la-defensa-en-la-verdad
DESCONOCIDO_DegollacionDeSanJuan(Auto)(Transk-MSS),"Degollación de San Juan, La",,https://etso.es/informes/analisis-estilometrico-la-degollacion-de-san-juan,analisis-estilometrico-la-degollacion-de-san-juan
ERASO_DelAgravioHacerVenganza(Transk-MSS),Del agravio hacer venganza,Hablar bien del enemigo,https://etso.es/informes/analisis-estilometrico-del-agravio-hacer-venganza,analisis-estilometrico-del-agravio-hacer-venganza
DESCONOCIDO_DelicadoYMuySubidoDeBuenaYSantaDoctrina(Auto)(Transk-MSS),Delicado y muy subido de buena y santa doctrina,,https://etso.es/informes/analisis-estilometrico-delicado-y-muy-subido-de-buena-y-santa-doctrina,analisis-estilometrico-delicado-y-muy-subido-de-buena-y-santa-doctrina
DESCONOCIDO_DesagravioEnUnDuelo(Transk-MSS),"Desagravio en un duelo por la más noble belleza, El",,https://etso.es/informes/analisis-estilometrico-el-desagravio-en-un-duelo-por-la-mas-noble-belleza,analisis-estilometrico-el-desagravio-en-un-duelo-por-la-mas-noble-belleza
DESCONOCIDO_DesdenApetecido(Transk-MSS),"Desdén apetecido, El",,https://etso.es/informes/analisis-estilometrico-el-desden-apetecido,analisis-estilometrico-el-desden-apetecido
SANCHEZ_DesgraciaVenturosa(Transk-MSS),"Desgracia venturosa, La",,https://etso.es/informes/analisis-estilometrico-la-desgracia-venturosa,analisis-estilometrico-la-desgracia-venturosa
MIRA_DesgraciadaRaquel,"Desgraciada Raquel y rey don Alfonso el Octavo, La","Judía de Toledo, La",https://etso.es/informes/analisis-estilometrico-la-desgraciada-raquel-y-rey-don-alfonso-el-octavo,analisis-estilometrico-la-desgraciada-raquel-y-rey-don-alfonso-el-octavo
BELMONTE_DesposadoPorFuerza,"Desposado por fuerza, El",Olvidar amando,https://etso.es/informes/analisis-estilometrico-el-desposado-por-fuerza,analisis-estilometrico-el-desposado-por-fuerza
CALDERON_DevocionDeLaCruz,"Devoción de la cruz, La","Cruz en la sepultura, La",https://etso.es/informes/analisis-estilometrico-la-devocion-de-la-cruz,analisis-estilometrico-la-devocion-de-la-cruz
LOPE_DivinoPastor(Auto),"Divino pastor, El","Niño pastor, El | Pastor ingrato, El",https://etso.es/informes/analisis-estilometrico-el-divino-pastor,analisis-estilometrico-el-divino-pastor
CALLEJA-OTRO_DialogoSobreAquellaParabolaDeSanLucas(Transk-MSS),Diálogo al santísimo sacramento sobre la parábola de San Lucas: Hamo quidam fecit coenam.,,https://etso.es/informes/analisis-estilometrico-dialogo-al-santisimo-sacramento-sobre-la-parabola-de-san-lucas,analisis-estilometrico-dialogo-al-santisimo-sacramento-sobre-la-parabola-de-san-lucas
CALLEJA-OTRO_DialogoDelSantisimoSacramento(Transk-MSS),"Diálogo al santísimo sacramento, entre los colores",,https://etso.es/informes/analisis-estilometrico-dialogo-al-santisimo-sacramento-entre-los-colores,analisis-estilometrico-dialogo-al-santisimo-sacramento-entre-los-colores
HURTADO-VERA_DoleriaDelSueno(Transk-IMPR),Dolería del sueño del mundo,,https://etso.es/informes/analisis-estilometrico-doleria-del-sueno-del-mundo,analisis-estilometrico-doleria-del-sueno-del-mundo
LOPEdudosa_DonJuanDeAustriaEnFlandes,Don Juan de Austria en Flandes,,https://etso.es/informes/analisis-estilometrico-don-juan-de-austria-en-flandes,analisis-estilometrico-don-juan-de-austria-en-flandes
DESCONOCIDO_DosVirtudesTriunfantes(Coloquio)(Transk-MSS),"Dos virtudes triunfantes, Las",,https://etso.es/informes/analisis-estilometrico-las-dos-virtudes-triunfantes,analisis-estilometrico-las-dos-virtudes-triunfantes
VIDAL_ElementosDeAmor(Transk-MSS),"Elementos de amor: voz, cristal, luz y color, Los",,https://etso.es/informes/analisis-estilometrico-los-elementos-de-amor-voz-cristal-luz-y-color,analisis-estilometrico-los-elementos-de-amor-voz-cristal-luz-y-color
ROSETE_ElloEsHechoAcertarPensandoErrar(Transk-IMPR),Ello es hecho,Esto es hecho | Acertar pensando errar,https://etso.es/informes/analisis-estilometrico-ello-es-hecho,analisis-estilometrico-ello-es-hecho
VELEZ_EmbusteAcreditado,"Embuste acreditado y el disparate creído, El","Encantos de Merlín, Los",https://etso.es/informes/analisis-estilometrico-el-embuste-acreditado-y-el-disparate-creido,analisis-estilometrico-el-embuste-acreditado-y-el-disparate-creido
LOPE_EnLosIndicios,En los indicios la culpa,"Amor desventurado, El",https://etso.es/informes/analisis-estilometrico-en-los-indicios-la-culpa,analisis-estilometrico-en-los-indicios-la-culpa
TIRSOdudosa_EnMadridYEnUnaCasa,En Madrid y en una casa,Lo que hace un manto en Madrid,https://etso.es/informes/analisis-estilometrico-en-madrid-y-en-una-casa,analisis-estilometrico-en-madrid-y-en-una-casa
VELEZ-JUAN_EncontraronseDosArroyuelos(Transk-IMPR),Encontráronse dos arroyuelos,"Boba y el vizcaíno, La",https://etso.es/informes/analisis-estilometrico-encontraronse-dos-arroyuelos,analisis-estilometrico-encontraronse-dos-arroyuelos
CALDERONdudosa_EnsenarseASerBuenRey(Transk-IMPR),Enseñarse a ser buen rey,,https://etso.es/informes/analisis-estilometrico-ensenarse-a-ser-buen-rey,analisis-estilometrico-ensenarse-a-ser-buen-rey
LOPEdudosa_EsclavaDeSuHijo,"Esclava de su hijo, La",,https://etso.es/informes/analisis-estilometrico-la-esclava-de-su-hijo,analisis-estilometrico-la-esclava-de-su-hijo
DESCONOCIDO_EsclavoDeIsrael,"Esclavo de Israel, El",,https://etso.es/informes/analisis-estilometrico-el-esclavo-de-israel,analisis-estilometrico-el-esclavo-de-israel
MORETO_EsclavoDeSuHijoAzoteDeSuPatria,"Esclavo de su hijo, El","Azote de su patria y renegado Abdenaga, El",https://etso.es/informes/analisis-estilometrico-el-esclavo-de-su-hijo,analisis-estilometrico-el-esclavo-de-su-hijo
DESCONOCIDO_EspadaDelSegundoAdan(Transk-MSS),"Espada del segundo Adán, La",,https://etso.es/informes/analisis-estilometrico-la-espada-del-segundo-adan,analisis-estilometrico-la-espada-del-segundo-adan
LOPEdudosa_EspanolaDeFlorencia,Española de Florencia,"Las burlas veras, La",https://etso.es/informes/analisis-estilometrico-espanola-de-florencia,analisis-estilometrico-espanola-de-florencia
DESCONOCIDO_FamososHechosDeMudarra(Auto)(Transk-MSS),"Famosos hechos de Mudarra, Los",,https://etso.es/informes/analisis-estilometrico-los-famosos-hechos-de-mudarra,analisis-estilometrico-los-famosos-hechos-de-mudarra
DESCONOCIDO_FingirPorConservar,Fingir por conservar,,https://etso.es/informes/analisis-estilometrico-fingir-por-conservar,analisis-estilometrico-fingir-por-conservar
VALDIVIELSO_FlorDeLisDeFrancia(Transk-IMPR),"Flor de lis de Francia, La","Conquista del Santo Sepulcro por el santo rey Luis, La",https://etso.es/informes/analisis-estilometrico-la-flor-de-lis-de-francia,analisis-estilometrico-la-flor-de-lis-de-francia
DESCONOCIDO_FortunasDeDonJuanDeCastro,Fortunas de don Juan de Castro y Lemos,,https://etso.es/informes/analisis-estilometrico-fortunas-de-don-juan-de-castro-y-lemos,analisis-estilometrico-fortunas-de-don-juan-de-castro-y-lemos
PINA-JUAN_FortunasDelPrincipeDePolonia,"Fortunas del príncipe de Polonia, Las",,https://etso.es/informes/analisis-estilometrico-las-fortunas-del-principe-de-polonia,analisis-estilometrico-las-fortunas-del-principe-de-polonia
VIDAL_FuegoDeRiquezas(Transk-MSS),"Fuego de las riquezas y destrucción de Sagunto, El",,https://etso.es/informes/analisis-estilometrico-el-fuego-de-las-riquezas-y-destruccion-de-sagunto,analisis-estilometrico-el-fuego-de-las-riquezas-y-destruccion-de-sagunto
ENCISO_CriselioYCleon(Transk-MSS),Fábula de Criselio y Cleón,,https://etso.es/informes/analisis-estilometrico-fabula-de-criselio-y-cleon,analisis-estilometrico-fabula-de-criselio-y-cleon
VALDIVIELSO_FenixDeAmor(Auto)(Modern-Aut),"Fénix de amor, El",,https://etso.es/informes/analisis-estilometrico-el-fenix-de-amor,analisis-estilometrico-el-fenix-de-amor
LOZANO-FRANCISCO_FenixEspanolSanLorenzo(Transk-IMPR),"Fénix Español, San Lorenzo mártir, El","Levita aragonés, San Lorenzo Mártir, El",https://etso.es/informes/analisis-estilometrico-el-fenix-espanol-san-lorenzo-martir,analisis-estilometrico-el-fenix-espanol-san-lorenzo-martir
LOPEZ-ZARATE_GaleotaDelCondeDeNiebla,"Galeota reforzada, La","Galeota del conde de Niebla, La",https://etso.es/informes/analisis-estilometrico-la-galeota-reforzada,analisis-estilometrico-la-galeota-reforzada
MATOS_GalanDeSuMujer(Transk-IMPR),"Galán de su mujer, El",Engañarse en su favor,https://etso.es/informes/analisis-estilometrico-el-galan-de-su-mujer,analisis-estilometrico-el-galan-de-su-mujer
VILLAMEDIANA_GloriaDeNiquea(Transk-IMPR),"Gloria de Niquea, La",,https://etso.es/informes/analisis-estilometrico-la-gloria-de-niquea,analisis-estilometrico-la-gloria-de-niquea
DESCONOCIDO_Gravarte(Transk-MSS),Gravarte,,https://etso.es/informes/analisis-estilometrico-gravarte,analisis-estilometrico-gravarte
LANINI_GuzmanDeAlfarache,"Guzmán de Alfarache, El",,https://etso.es/informes/analisis-estilometrico-el-guzman-de-alfarache,analisis-estilometrico-el-guzman-de-alfarache
MATOS&DIAMANTE&VELEZ-JUAN_HidalgoDeLaMancha,"Hidalgo de la Mancha, El",,https://etso.es/informes/analisis-estilometrico-el-hidalgo-de-la-mancha,analisis-estilometrico-el-hidalgo-de-la-mancha
DESCONOCIDO_HijoDeLaCunaDeSevilla(Transk-MSS),"Hijo de la cuna de Sevilla, El",,https://etso.es/informes/analisis-estilometrico-el-hijo-de-la-cuna-de-sevilla,analisis-estilometrico-el-hijo-de-la-cuna-de-sevilla
LANINI_HijoDelCarpintero(Transk-MSS),"Hijo del carpintero, El","Niño de Zaragoza, El",https://etso.es/informes/analisis-estilometrico-el-hijo-del-carpintero,analisis-estilometrico-el-hijo-del-carpintero
DESCONOCIDO_HistoriaYAdoracionTresReyes(Auto)(Transk-MSS),"Historia y adoración de los tres Reyes Magos, La",,https://etso.es/informes/analisis-estilometrico-la-historia-y-adoracion-de-los-tres-reyes-magos,analisis-estilometrico-la-historia-y-adoracion-de-los-tres-reyes-magos
LOBO-LASSO_HonraDeDido(Modern-Aut),"Honra de Dido restaurada, La",,https://etso.es/informes/analisis-estilometrico-la-honra-de-dido-restaurada,analisis-estilometrico-la-honra-de-dido-restaurada
CALDERONdudosa_HonraConfusionYHonor(Transk-IMPR),"Honra, confusión y honor",,https://etso.es/informes/analisis-estilometrico-honra-confusion-y-honor,analisis-estilometrico-honra-confusion-y-honor
DESCONOCIDO_HuidaAEgipto(Auto)(Transk-MSS),"Huida a Egipto y destierro de Jesús, La",,https://etso.es/informes/analisis-estilometrico-la-huida-a-egipto-y-destierro-de-jesus,analisis-estilometrico-la-huida-a-egipto-y-destierro-de-jesus
LOPEZ-ZARATE_HerculesFurente(Transk-IMPR),Hércules furente y Oeta,,https://etso.es/informes/analisis-estilometrico-hercules-furente-y-oeta,analisis-estilometrico-hercules-furente-y-oeta
LOPEdudosa_IntencionCastigada,"Intención castigada, La",,https://etso.es/informes/analisis-estilometrico-la-intencion-castigada,analisis-estilometrico-la-intencion-castigada
DESCONOCIDO_IrisDeNuevaEspana(Transk-IMPR),"Iris de Nueva España, El",Nuestra Señora de Guadalupe de México,https://etso.es/informes/analisis-estilometrico-el-iris-de-nueva-espana,analisis-estilometrico-el-iris-de-nueva-espana
ENRIQUEZ_JerusalenLibertada(Transk-IMPR),Jerusalén libertada,"Jerusalén restaurada y el gran sepulcro de Cristo, La",https://etso.es/informes/analisis-estilometrico-jerusalen-libertada,analisis-estilometrico-jerusalen-libertada
HOZ_JoseSalvadorDeEgipto(Transk-MSS),"José, salvador de Egipto y triunfos de la inocencia",,https://etso.es/informes/analisis-estilometrico-jose-salvador-de-egipto-y-triunfos-de-la-inocencia,analisis-estilometrico-jose-salvador-de-egipto-y-triunfos-de-la-inocencia
DESCONOCIDO_JuezDeSiMismo(Transk-MSS),"Juez que fue de sí mismo, El",,https://etso.es/informes/analisis-estilometrico-el-juez-que-fue-de-si-mismo,analisis-estilometrico-el-juez-que-fue-de-si-mismo
MARTINEZ_JuezYReo(Transk-IMPR),"Juez y reo de su causa, El",,https://etso.es/informes/analisis-estilometrico-el-juez-y-reo-de-su-causa,analisis-estilometrico-el-juez-y-reo-de-su-causa
TORRE-SEVIL_JusticiaYLaVerdad,"Justicia y la verdad, La",Comedia de Susana,https://etso.es/informes/analisis-estilometrico-la-justicia-y-la-verdad,analisis-estilometrico-la-justicia-y-la-verdad
LANUZA_JupiterYIoCielosPremian(Zarzuela)(Transk-IMPR),Júpiter y Ío,"Cielos premian desdenes, Los",https://etso.es/informes/analisis-estilometrico-jupiter-y-io,analisis-estilometrico-jupiter-y-io
LOPEdudosa_LanzaPorLanza,Lanza por lanza de Luis Almanza,,https://etso.es/informes/analisis-estilometrico-lanza-por-lanza-de-luis-almanza,analisis-estilometrico-lanza-por-lanza-de-luis-almanza
BENAVIDES_LoQuePiensasTeHago,Lo que piensas te hago,Engañar a quien engaña,https://etso.es/informes/analisis-estilometrico-lo-que-piensas-te-hago,analisis-estilometrico-lo-que-piensas-te-hago
VELEZ_LoaCuriosaYDeArtificio(Loa),Loa curiosa y de artificio,,https://etso.es/informes/analisis-estilometrico-loa-curiosa-y-de-artificio,analisis-estilometrico-loa-curiosa-y-de-artificio
MIRA_LocaDelCielo,"Loca del cielo, La",,https://etso.es/informes/analisis-estilometrico-la-loca-del-cielo,analisis-estilometrico-la-loca-del-cielo
PINA_LuceroDeOriente(Transk-IMPR),"Lucero de Oriente, San Francisco de Javier",,https://etso.es/informes/analisis-estilometrico-lucero-de-oriente-san-francisco-de-javier,analisis-estilometrico-lucero-de-oriente-san-francisco-de-javier
DESCONOCIDO_LucesDelEvangelio(Transk-MSS),"Luces del Evangelio, San Simón y San Judas, Las",,https://etso.es/informes/analisis-estilometrico-las-luces-del-evangelio-san-simon-y-san-judas,analisis-estilometrico-las-luces-del-evangelio-san-simon-y-san-judas
DESCONOCIDO_MartirioDeSanLorenzo(Auto)(Transk-MSS),"Martirio de San Lorenzo, El",,https://etso.es/informes/analisis-estilometrico-el-martirio-de-san-lorenzo,analisis-estilometrico-el-martirio-de-san-lorenzo
ENCISO_MayorHazana(Transk-IMPR),"Mayor hazaña de Carlos V, La","Mayor hazaña del emperador Carlos V, La",https://etso.es/informes/analisis-estilometrico-la-mayor-hazana-de-carlos-v,analisis-estilometrico-la-mayor-hazana-de-carlos-v
PINA-MANUEL_MayorHazanaCarlosVI(Burlesca),"Mayor hazaña de Carlos VI, La (Burlesca)",,https://etso.es/informes/analisis-estilometrico-la-mayor-hazana-de-carlos-vi-burlesca,analisis-estilometrico-la-mayor-hazana-de-carlos-vi-burlesca
SOLIS_MayorTriunfoDeJulioCesar,"Mayor triunfo de Julio César, El",,https://etso.es/informes/analisis-estilometrico-el-mayor-triunfo-de-julio-cesar,analisis-estilometrico-el-mayor-triunfo-de-julio-cesar
