work_id,slug
MONTALBAN_DespreciosEnQuienAma(Transk-IMPR),los-desprecios-en-quien-ama
CLARAMONTE_DesteAgua,deste-agua-no-bebere
LLAMOSAS_DestinosVencenFinezas(Transk-IMPR),destinos-vencen-finezas
LOBO-LASSO_DestruccionDeConstantinopla(Transk-IMPR),la-destruccion-de-constantinopla
MONROY_DestruccionDeTroya,la-destruccion-de-troya
CALDERON_DevocionDeLaCruz,la-devocion-de-la-cruz
CALDERON_DevocionDeLaMisa(Auto),la-devocion-de-la-misa-0
VELEZ_DevocionDeLaMisa,la-devocion-de-la-misa
DESCONOCIDO_DevocionDeLasAnimasDelPurgatorio(Transk-MSS),la-devocion-de-las-animas-del-purgatorio
DIAMANTE_DevocionDelRosario(Transk-IMPR),la-devocion-del-rosario-0
LOPE_DevocionDelRosario,la-devocion-del-rosario
MATOS_DevocionDelAngelDeLaGuarda,la-devocion-del-angel-de-la-guarda
VELEZ_DiabloEstaEnCantillana,el-diablo-esta-en-cantillana
CALDERON_DiabloMudo(PrimeraVersion)(Auto),el-diablo-mudo-primera-version
CALDERON_DiabloMudo(SegundaVersion)(Auto),el-diablo-mudo-segunda-version
BELMONTE_DiabloPredicador,el-diablo-predicador
PEREIRA_DiabloDePalermo(Transk-IMPR),el-diablo-de-palermo-y-tirano-de-tinacria
CALDERONdudosa_DichaDelRetraido(Transk-IMPR),la-dicha-del-retraido
DESCONOCIDO_DichaEnElInfortunio(Transk-IMPR),la-dicha-en-el-infortunio-y-triunfo-de-los-vencidos
OSORIO_DichaEsLaDiligencia(Transk-IMPR),la-dicha-es-la-diligencia
DIAMANTE_DichaPorElAgravio(Transk-IMPR),la-dicha-por-el-agravio
AVILA_DichaPorMalosMedios,la-dicha-por-malos-medios
ACEVEDO-ANGELA_DichaYDesdichaDelJuego,dicha-y-desdicha-del-juego-y-devocion-de-la-virgen
CALDERON_DichaYDesdichaDelNombre,dicha-y-desdicha-del-nombre
CANIZARES-FRANCISCO_DichosoBandolero(Transk-IMPR),el-dichoso-bandolero
VELEZ-JUAN_DiciembrePorAgosto(Transk-IMPR),el-diciembre-por-agosto
CASTRO_DidoYEneas(Modern-Aut),dido-y-eneas
DESCONOCIDO_DidoYEneas,dido-y-eneas-1
MORALES_DidoYEneas,dido-y-eneas-0
LOPE_DifuntaPleitada,la-difunta-pleiteada
DESCONOCIDO_DinerosSonCalidad,dineros-son-calidad
DESCONOCIDO_DiosDescubreLaVerdad(Transk-IMPR),dios-descubre-la-verdad
VILLEGAS_DiosHaceJusticiaATodos(Transk-IMPR),dios-hace-justicia-todos
LOPE_DiosHaceReyes,dios-hace-reyes
DESCONOCIDO_DiosesPorElLeal(Transk-MSS),los-dioses-por-el-leal
CUETO-Y-MENA_DiscordiaConcordada(Transk-IMPR),la-discordia-concordada-de-los-cuatro-elementos
LOPE_DiscordiaEnLosCasados,la-discordia-en-los-casados
LOPE_DiscretaEnamorada,la-discreta-enamorada
LOPE_DiscretaVenganza(Transk-IMPR),la-discreta-venganza
VILLEGAS-JUAN_DiscretoPorfiado(Transk-IMPR),el-discreto-porfiado
VIDAL_DisimularEsVencer(Transk-MSS),disimular-es-vencer
DESCONOCIDO_DivinaEsposa(Auto)(Transk-MSS),la-divina-esposa
CALDERON_DivinaFilotea(Auto),la-divina-filotea
LOPE_DivinaVencedora,la-divina-vencedora
PACHECO_DivinoAeropagita(Transk-MSS),el-divino-aeropagita
LOPE_DivinoAfricano,el-divino-africano
MATOS&AVELLANEDA_DivinoCalabres(Transk-IMPR),el-divino-calabres-san-francisco-de-paula
CALDERON_DivinoCazador(Auto),el-divino-cazador
GODINEZ_DivinoIsaac(Auto)(Transk-MSS),el-divino-isaac
CALDERON_DivinoJason(Auto),el-divino-jason
JUANA-INES_DivinoNarciso(Auto),el-divino-narciso
CALDERON_DivinoOrfeo(Version1663)(Auto),el-divino-orfeo-version-1663
CALDERON_DivinoOrfeo(Auto),el-divino-orfeo
LOPE_DivinoPastor(Auto),el-divino-pastor
MONTALBANdudosa_DivinoPortugues,divino-portugues-san-antonio-de-padua
REYES_DiMentiraSacarasVerdad(Transk-IMPR),di-mentira-sacaras-verdad
CALLEJA-OTRO_DialogoSobreAquellaParabolaDeSanLucas(Transk-MSS),dialogo-al-santisimo-sacramento-sobre-la-parabola-de-san-lucas
CALLEJA-OTRO_DialogoDelSantisimoSacramento(Transk-MSS),dialogo-al-santisimo-sacramento-entre-los-colores
TORRES-NAHARRO_DialogoDelNacimiento,dialogo-del-nacimiento-y-adicion-del-dialogo
CORDERO_DoceDeIngalaterra(Transk-IMPR),los-doce-de-ingalaterra
GONGORA_DoctorCarlino,el-doctor-carlino
SOLIS_DoctorCarlino,el-doctor-carlino-0
QUINONES_DoctorJuanRana(Entremes),doctor-juan-rana
QUINONES_Doctor(Entremes),el-doctor
HURTADO-VERA_DoleriaDelSueno(Transk-IMPR),doleria-del-sueno-del-mundo
ROJASdudosa_DonDiegoDeNoche,don-diego-de-noche
ZAMORA_DonDomingoDeDonBlas(Transk-IMPR),don-domingo-de-don-blas
CORDERO_DonDuartePacheco(Transk-MSS),don-duarte-pacheco
MONTALBAN_DonFlorisel,don-florisel-de-niquea
LOPEdudosa_DonGilDeLaMancha,don-gil-de-la-mancha
TIRSO_DonGilDeLasCalzas,don-gil-de-las-calzas-verdes
LOPEdudosa_DonJuanDeAustriaEnFlandes,don-juan-de-austria-en-flandes
LOPE_DonJuanDeCastro(PrimeraParte),don-juan-de-castro-primera-parte-las-fortunas-de-don-juan-de-castro
LOPE_DonJuanDeCastro(SegundaParte),don-juan-de-castro-segunda-parte
CANIZARES_DonJuanDeEspinaEnMilan(SegundaParte)(Transk-IMPR),don-juan-de-espina-en-milan-segunda-parte
CANIZARES_DonJuanDeEspinaEnSuPatria(PrimeraParte)(Transk-IMPR),don-juan-de-espina-en-su-patria-primera-parte
LOPE_DonLopeDeCardona,don-lope-de-cardona
LOPEdudosa_DonManuelDeSosa,don-manuel-de-sosa
VELEZ_DonPedroMiago,don-pedro-miago
CALDERON_DonPegote(Entremes),don-pegote
CASTRO_DonQuijote,don-quijote-de-la-mancha
LOPE_DonairesDeMatico,los-donaires-de-matico
MONTALBAN_DoncellaDeLabor,la-doncella-de-labor
LOPE_DoncellaTeodor,la-doncella-teodor
FERNANDEZ-LUCAS_DoncellaPastorYCaballero,doncella-pastor-y-caballero
LOPEdudosa_DoncellasDeSimancas,las-doncellas-de-simancas
CORDOVA-CUEVA_DondeHayAgravioHayVenganza,donde-hay-agravio-hay-venganza
ROJAS_DondeHayAgravios,donde-hay-agravios-no-hay-celos
ROSAS_DondeHayValorHayHonor(Transk-IMPR),donde-hay-valor-hay-honor
LOPEdudosa_DondeNoEstaSuDueno,donde-no-esta-su-dueno-esta-su-duelo
ARCO_DosAgraviosSinOfensa(Transk-IMPR),dos-agravios-sin-ofensa
CALDERON_DosAmantes,dos-amantes-del-cielo-los
LOPEdudosa_DosBandoleras,las-dos-bandoleras
ARRIAGA_DosCiudadesOpuestas(Auto)(Transk-MSS),las-dos-ciudades-opuestas
LEON&CALLEJA_DosEstrellasDeFrancia(Transk-IMPR),dos-estrellas-de-francia
COELLO_DosFernandosDeAustria(Transk-IMPR),los-dos-fernandos-de-austria
ENRIQUEZ_DosFilosofosDeGrecia,los-dos-filosofos-de-grecia
DESCONOCIDO_DosFinezasDeAmor(Transk-MSS),las-dos-finezas-de-amor
LOPE_DosIngeniosYEsclavos(Auto),los-dos-ingenios-y-esclavos-del-santisimo-sacramento
MONTALBAN_DosJueces,los-dos-jueces-de-israel
DESCONOCIDO_DosLucerosDeOriente(Transk-MSS),los-dos-luceros-de-oriente
DESCONOCIDO_DosLucerosDeOriente(OtraVersion)(Transk-MSS),los-dos-luceros-de-oriente-otra-version
DESCONOCIDO(3)_DosMejoresHermanos(Transk-IMPR),dos-mejores-hermanos-san-justo-y-pastor-martires-de-alcala
SALAZAR-LUNA_DosMonarcasDeEuropa(Transk-IMPR),los-dos-monarcas-de-europa
CAXES_DosPrimerosHermanos(Auto)(Transk-MSS),los-dos-primeros-hermanos
MATOS_DosProdigiosDeRoma(Transk-IMPR),los-dos-prodigios-de-roma
DESCONOCIDO_DosVecesMadreDeUnHijo(Transk-IMPR),dos-veces-madre-de-un-hijo-santa-monica-y-conversion-de-san-agustin
DESCONOCIDO_DosVirtudesTriunfantes(Coloquio)(Transk-MSS),las-dos-virtudes-triunfantes
CLARAMONTE_DoteDelRosario(Auto),el-dote-del-rosario
TIRSO_DonaBeatriz,dona-beatriz-de-silva
MORETOdudosa_DonaEsquina(Entremes),dona-esquina
MEJIA-CERDA_DonaInesDeCastro(Transk-IMPR),dona-ines-de-castro-reina-de-portugal
QUINONES_DonaIsabel(Jacara),dona-isabel-la-ladrona-que-azotaron-y-cortaron-las-orejas-en-madrid
CALDERON_Dragoncillo(Entremes),el-dragoncillo
BANCES_DueloContraSuDama(Transk-IMPR),el-duelo-contra-su-dama
HERRERA-JACINTO_DueloDeHonorYAmistad(Transk-IMPR),duelo-de-honor-y-amistad
CALDERON_DueloDeLosPastores(Auto)(Transk-IMPR),el-duelo-de-los-pastores
DESCONOCIDO_DuelosDeAmorYDesden(Transk-IMPR),duelos-de-amor-y-desden-en-papel-cinta-y-retrato
CALDERON_DuelosDeAmor,duelos-de-amor-y-lealtad
BANCES_DuelosDeIngenioYFortuna(Transk-IMPR),duelos-de-ingenio-y-fortuna
ZAMORA_DuendesSonAlcahuetes(Transk-IMPR),duendes-son-alcahuetes-y-el-espiritu-foleto
ZAMORA_DuendesSonAlcahuetes(SegundaParte)(Transk-IMPR),duendes-son-alcahuetes-y-el-espiritu-foleto-segunda-parte
QUINONES_Duena(Entremes),la-duena
QUINONES_Duenas(Entremes),las-duenas
ALARCON_DuenoDeLasEstrellas,el-dueno-de-las-estrellas
LOPE_DuqueDeViseo,el-duque-de-viseo
TARREGA_DuquesaConstante,la-duquesa-constante
PIERRES_DurandarteYBelerma(Transk-IMPR),durandarte-y-belerma
CALDERON_DiaMayorDeLosDias(Auto),el-dia-mayor-de-los-dias
LOPE_DomineLucas,domine-lucas
CANIZARES_DomineLucas(Transk-IMPR),el-domine-lucas
CALDERON_EcoYNarciso,eco-y-narciso
SANTOS_EfectosDelPlacer(Auto)(Transk-MSS),los-efectos-del-placer
LOPE_EjemploDeCasadas(Transk-IMPR),el-ejemplo-de-casadas-y-prueba-de-la-paciencia
MIRA_EjemploMayor,el-ejemplo-mayor-de-la-desdicha
CERVANTES_EleccionDeLosAlcaldes(Entremes),la-eleccion-de-los-alcaldes-de-daganzo
TIRSO_EleccionPorLaVirtud,la-eleccion-por-la-virtud
SALAZAR_ElegirAlEnemigo(Transk-IMPR),elegir-al-enemigo
VIDAL_ElementosDeAmor(Transk-MSS),los-elementos-de-amor-voz-cristal-luz-y-color
VIRUES_ElisaDido,elisa-dido
LOPE_ElloDira,ello-dira
ROSETE_ElloEsHechoAcertarPensandoErrar(Transk-IMPR),ello-es-hecho
VELEZ_EmbusteAcreditado,el-embuste-acreditado-y-el-disparate-creido
LOPE_EmbustesDeCelauro,los-embustes-de-celauro
LOPE_EmbustesDeFabia,los-embustes-de-fabia
BOCANGEL_EmperadorFingido(Transk-IMPR),el-emperador-fingido
MORETO&ROJAS&MONTALBAN_EmpezarASerAmigos,empezar-ser-amigos
DESCONOCIDO_EmpenoYDesempeno(Auto)(Transk-MSS),el-empeno-y-desempeno-del-santisimo-sacramento-por-san-luis-rey-de
COELLO_EmpenosDeSeisHoras(Transk-IMPR),los-empenos-de-seis-horas
CALDERON_EmpenosDeUnAcaso,empenos-de-un-acaso-los
ALARCON_EmpenosDeUnEngano,los-empenos-de-un-engano
CALDERONdudosa_EmpenosDeUnPlumaje(Transk-IMPR),los-empenos-de-un-plumaje-y-origen-de-los-guevaras
JUANA-INES_EmpenosDeUnaCasa,los-empenos-de-una-casa
HURTADO_EmpenosDelMentir(Transk-IMPR),los-empenos-del-mentir
CABEZA_EmpenosQueHaceAmor(Transk-IMPR),los-empenos-que-hace-el-amor
MONTERO_EnElDichosoEsMeritoLaCulpa(Transk-MSS),en-el-dichoso-es-merito-la-culpa
BRAVO_EnElEnganoElRemedio(Transk-IMPR),en-el-engano-el-remedio
DESCONOCIDO_EnElMartirioElDescanso(Transk-MSS),en-el-martirio-el-descanso-y-en-el-descanso-la-muerte-san-vicente
DESCONOCIDO_EnElMayorPeligroSeConoceLaAmistad(Auto)(Transk-MSS),en-el-mayor-peligro-se-conoce-la-amistad
DESCONOCIDO_EnElRemedioEstaElDano(Transk-MSS),en-el-remedio-esta-el-dano
GUEDEJA_EnElSuenoEstaLaMuerte(Transk-IMPR),en-el-sueno-esta-la-muerte
CALDERON_EnLaVidaTodo,en-la-vida-todo-es-verdad-y-todo-mentira
LOPE_EnLosIndicios,en-los-indicios-la-culpa
TIRSOdudosa_EnMadridYEnUnaCasa,en-madrid-y-en-una-casa
CASTRO_EnamoradoMudo(Transk-IMPR),el-enamorado-mudo
SALAZAR_EncantoEsLaHermosura(Transk-IMPR),encanto-es-la-hermosura-y-hechizo-sin-hechizo
MONROY_EncantoPorLosCelos(Transk-IMPR),el-encanto-por-los-celos-y-fuente-de-la-judia
CALDERON_EncantoSinEncanto,encanto-sin-encanto-el
CASTILLO_EncantosDeBretana,los-encantos-de-bretana
ROJASdudosa_EncantosDeLaChina,los-encantos-de-la-china
CALDERON_EncantosDeLaCulpa(Auto),los-encantos-de-la-culpa
ROJAS_EncantosDeMedea,los-encantos-de-medea
VELEZ-JUAN_EncontraronseDosArroyuelos(Transk-IMPR),encontraronse-dos-arroyuelos
ENCISO_Encubierto(Transk-IMPR),el-encubierto
FERNANDEZ-LEON_EndimionYDiana(Transk-IMPR),endimion-y-diana
MORETO_EneasDeDiosYCaballero,el-eneas-de-dios-y-caballero-del-sacramento
VILLEGAS&LANINI_EneasDeLaVirgen(Transk-IMPR),eneas-de-la-virgen-y-primer-rey-de-navarra
TARREGA_EnemigaFavorable,la-enemiga-favorable
LOPE_EnemigoEnganado,el-enemigo-enganado
LOPE_EnemigosEnCasa,los-enemigos-en-casa
CASTRO_EnemigosHermanos(Transk-IMPR),los-enemigos-hermanos
CALDERON&VELEZ&CANCER_EnfermarConElRemedio,enfermar-con-el-remedio
FUENTE_EnganarConLaVerdad(Transk-IMPR),enganar-con-la-verdad
CABEZA_EnganarParaCasarse(Transk-IMPR),enganar-para-casarse
ENRIQUEZ_EnganarParaReinar,enganar-para-reinar
CASTRO_EnganarseEnganando(Transk-IMPR),enganarse-enganando
MONTERO_EnganoDeUnosCelos(Transk-IMPR),el-engano-de-unos-celos
LOPEdudosa_EnganoEnLaVerdad,el-engano-en-la-verdad
DESCONOCIDO_EnganoEnLaVictoria(Transk-MSS),el-engano-en-la-victoria
MORETO_EnganosDeUnEngano,los-enganos-de-un-engano-y-confusion-de-un-papel
ARBOREDA_EnganosHayQueSonJustos(Transk-MSS),enganos-hay-que-son-justos-en-lides-de-amor-y-celos-y-segundo-rey
LOPEdudosa_EnmendarUnDanoAOtro,enmendar-un-dano-otro
JIMENEZ-CISNEROS_EnmendarYerrosDeAmor(Transk-IMPR),enmendar-yerros-de-amor
CEPEDA_EnredosDeMartin,los-enredos-de-martin
REYES_EnredosDelDiablo(Transk-IMPR),los-enredos-del-diablo
CALDERONdudosa_EnsenarseASerBuenRey(Transk-IMPR),ensenarse-a-ser-buen-rey
DESCONOCIDO_EntradaDelMarquesDeLosVelez(Transk-IMPR),entrada-del-marques-de-los-velez-en-cataluna-y-asalto-de-montjuic
CORDERO_EntradaDelReyEnPortugal,la-entrada-del-rey-en-portugal
ROJAS_EntreBobos,entre-bobos-anda-el-juego
VALDIVIELSO_EntreDiaYNoche(Auto)(Modern-Aut),entre-dia-y-noche
CUBILLO_EntreLosSueltosCaballos,entre-los-sueltos-caballos
CERVANTES_Entretenida,la-entretenida
LOPE_EnvidiaDeLaNobleza,la-envidia-de-la-nobleza
DESCONOCIDO_EnvidiaDeLucifer,la-envidia-de-lucifer
MONROY_EnvidiasVencenFortunas(Transk-IMPR),envidias-vencen-fortunas
LOZANO_EnMujerVenganzaHonrosa(Transk-IMPR),en-mujer-venganza-honrosa
BELMONTE_EnRiesgosLuceElAmor(Transk-IMPR),en-riesgos-luce-el-amor
ZABALETA_ErmitanoGalan,el-ermitano-galan
MUXET_ErmitanoSeglar(Transk-IMPR),el-ermitano-seglar
ROSETE_ErrarPrincipiosDeAmor(Transk-IMPR),errar-principios-de-amor
DESCONOCIDO_EscalaDeJacob,la-escala-de-jacob
ENRIQUEZ_EscalaDeLaGracia,la-escala-de-la-gracia
MONTALBAN_Escanderbech(Auto)(Transk-IMPR),escanderbech
LOPEZ-FELIPE_Escanderbey(Burlesca)(Transk-MSS),escanderbey-burlesca
MONROY_EscarmientosDelPecado(Transk-IMPR),escarmientos-del-pecado-y-fuerza-del-desengano
TIRSO_EscarmientoCuerdo,escarmientos-para-el-cuerdo
DESCONOCIDO_Escarraman(Auto)(Transk-MSS),escarraman-0
MATOS_Escarraman,escarraman
LOPE_EsclavaDeSuGalan,la-esclava-de-su-galan
LOPEdudosa_EsclavaDeSuHijo,la-esclava-de-su-hijo
DESCONOCIDO_EsclavaDeSuMarido(Auto),la-esclava-de-su-marido
CLARAMONTE_EsclavaDelCielo,la-esclava-del-cielo-santa-engracia
VILLEGAS&ROJO_EsclavitudMasDichosa(Transk-IMPR),la-esclavitud-mas-dichosa
DESCONOCIDO_EsclavitudMasTirana(Transk-IMPR),esclavitud-mas-tirana-y-libertad-mas-gloriosa
DESCONOCIDO_EsclavoALoDivino(Auto)(Transk-MSS),el-esclavo-lo-divino-y-martir-de-zaragoza
DESCONOCIDO_EsclavoDeIsrael,el-esclavo-de-israel
CALDERONdudosa_EsclavoDeMaria(Transk-IMPR),el-esclavo-de-maria
LOPE_EsclavoDeRoma,el-esclavo-de-roma
MORETO_EsclavoDeSuHijoAzoteDeSuPatria,el-esclavo-de-su-hijo
LOPEdudosa_EsclavoDeVenecia,el-esclavo-de-venecia-y-amante-de-su-hermana
MIRA_EsclavoDelDemonio,el-esclavo-del-demonio
ROA_EsclavoDelMasImpropioDueno(Transk-IMPR),el-esclavo-del-mas-impropio-dueno-y-arriesgarse-por-amar
BANCES_EsclavoEnGrillosDeOro,el-esclavo-en-grillos-de-oro
LOPEdudosa_EsclavoFingido,el-esclavo-fingido
GONZALEZ-CASTILLO_EsclavosDeSuEsclava(Transk-IMPR),los-esclavos-de-su-esclava-y-hacer-bien-nunca-se-pierde
LOPE_EsclavosLibres,los-esclavos-libres
LOPE_EscolasticaCelosa,la-escolastica-celosa
CALDERONdudosa_EscondidoYLaTapada,el-escondido-y-la-tapada
COELLO_EscudoDeFortuna(Transk-IMPR),el-escudo-de-fortuna
VALDIVIELSO_EscuelaDivina(Auto)(Transk-MSS),la-escuela-divina
CALDERONdudosa_EscandaloDeGrecia,escandalo-de-grecia-contra-las-santas-imagenes
MARTINEZ_EsforciasDeMilan,los-esforcias-de-milan
ROJASdudosa_EsmeraldaDelAmor,la-esmeralda-del-amor
DESCONOCIDO_EspadaDelSegundoAdan(Transk-MSS),la-espada-del-segundo-adan
DESCONOCIDO_EspadaCaballoYPintura(Transk-MSS),espada-caballo-y-pintura
BARRIOS_EspanolDeOran(Transk-IMPR),el-espanol-de-oran
REMON_EspanolEntreTodas(PrimeraParte),el-espanol-entre-todas-las-naciones-primera-parte
REMON_EspanolEntreTodas(SegundaParte),el-espanol-entre-todas-las-naciones-segunda-parte
GONZALEZ-MANUEL_EspanolJuanDeUrbina(Transk-IMPR),el-espanol-juan-de-urbina
BANCES_EspanolMasAmante(Transk-IMPR),el-espanol-mas-amante
GONZALEZ-BUSTOS_EspanolViriato(Transk-MSS),el-espanol-viriato
LOPEdudosa_EspanolaDeFlorencia,espanola-de-florencia
DESCONOCIDO_EspanolaEnMilan(Transk-MSS),la-espanola-en-milan
CEPEDA_Espanola,la-espanola
GONZALEZ-BUSTOS_EspanolesEnChile,los-espanoles-en-chile
LOPE_EspanolesEnFlandes,las-espanoles-en-flandes
DESCONOCIDO_EspejoDeLaMuerte(Auto)(Transk-IMPR),el-espejo-de-la-muerte
VELEZ_EspejoDelMundo,el-espejo-del-mundo
CALDERON_EspigasDeRuth(Auto),las-espigas-de-ruth
TARREGA_EsposoFingido,el-esposo-fingido
MATOS_EstadosMudanCostumbres(Transk-IMPR),estados-mudan-costumbres
CALDERON_EstatuaDePrometeo,estatua-de-prometeo-la
LOPE_EstefaniaLaDesdichada,estefania-la-desdichada
TIRSO_EstoSiQueEsNegociar,esto-si-que-es-negociar
DESCONOCIDO_EstragoDeOdioYAmor(Transk-IMPR),estrago-de-odio-y-amor-eneas-y-dido
FAJARDO_EstrellaDeEuropa(Transk-MSS),la-estrella-de-europa-y-fenix-de-africa
MORALES_EstrellaDeMonserrate(Transk-IMPR),la-estrella-de-monserrate
DESCONOCIDO_EstrellaDeSevilla,la-estrella-de-sevilla
DESCONOCIDO_EstrellaQueAlumbraAOrgaz(Transk-IMPR),estrella-que-alumbra-orgaz-nuestra-senora-del-socorro
DESCONOCIDO_EstrellaDelMadronal(Transk-MSS),la-estrella-del-madronal-y-devocion-del-rosario
DESCONOCIDO_EstrologoBorracho(Entremes),el-estrologo-borracho
LOZANO_EstudianteDeDia(Transk-IMPR),el-estudiante-de-dia-y-galan-de-noche
SOLIS_EuridiceYOrfeo,euridice-y-orfeo
CALDERON_ExaltacionDeLaCruz,exaltacion-de-la-cruz-la
ALARCON_ExamenDeMaridos,el-examen-de-maridos
MIRA_ExaminarseDeRey,examinarse-de-rey
CERVERO_ExtremosDeAmorYHonor(Transk-MSS),extremos-de-amor-y-honor
CALDERON_Faetonte,faetonte-el
DESCONOCIDO(3)_FalsoNuncioDePortugal(Transk-IMPR),el-falso-nuncio-de-portugal
CIFUENTES_FamaEsLaMejorDama(Transk-MSS),la-fama-es-la-mejor-dama
AVILA_FamiliarSinDemonio,familiar-sin-demonio
QUIROS-JUAN_FamosaToledana,la-famosa-toledana
LOPE_FamosasAsturianas,las-famosas-asturianas
DESCONOCIDO_FamososHechosDeMudarra(Auto)(Transk-MSS),los-famosos-hechos-de-mudarra
CASTILLO_FantasmaDeValencia,la-fantasma-de-valencia
LOPE_FavorAgradecido,el-favor-agradecido
CORDERO_FavorEnLaSentencia(Transk-MSS),el-favor-en-la-sentencia
ALARCON_FavoresDelMundo,los-favores-del-mundo
DESCONOCIDO_FavoresQueHizoDios(Transk-IMPR),favores-que-hizo-dios-al-senor-conde-fernan-gonzalez
MIRA_FeDeHungria(Auto),la-fe-de-hungria
HERRERA_FeNoHaMenesterArmas,fe-no-ha-menester-armas-y-venida-del-ingles-cadiz-la
TURIA_FePagada,la-fe-pagada
LOPE_FeRompida,la-fe-rompida
ZAMORA_FeSeFirmaConSangre(Transk-IMPR),la-fe-se-firma-con-sangre-y-el-primer-inquisidor-san-pedro-martir
DESCONOCIDO_FeYSanAgustin(Auto)(Transk-MSS),la-fe-y-san-agustin
LOPE_Felisarda,la-felisarda
ALMEIDA-PINTO_FelizRestauracionDePortugal,la-feliz-restauracion-de-portugal-y-muerte-del-secretario-miguel-de
DESCONOCIDO_FeriaDelBotijero(Transk-MSS),la-feria-del-botijero
LOPE_FeriasDeMadrid,las-ferias-de-madrid
VALDIVIELSO_FeriasDelAlma(Auto)(Modern-Aut),las-ferias-del-alma
ENRIQUEZdudosa_FernanMendezPinto(PrimeraParte),fernan-mendez-pinto-primera-parte
ENRIQUEZdudosa_FernanMendezPinto(SegundaParte),fernan-mendez-pinto-segunda-parte
LOPE_FianzaSatisfecha,la-fianza-satisfecha
MARTINEZ&BELMONTE_FiarDeDios(Transk-IMPR),fiar-de-dios
CALDERON_FieraElRayo,fiera-el-rayo-y-la-piedra-el
BANCES_FierasDeCelosYAmor(Zarzuela)(Transk-IMPR),fieras-de-celos-y-amor
CALDERON_FierasAfemina,fieras-afemina-amor
VELEZ_FijosDeLaBarbuda,los-fijos-de-la-barbuda
CALDERON_FinezaContraFineza,fineza-contra-fineza
MORETO&CALDERON_FingidaArcadia,la-fingida-arcadia-la-arcadia-fingida
TIRSO_FingidaArcadia,la-fingida-arcadia
OSUNA_FingirLaPropiaVerdad(Transk-MSS),fingir-la-propia-verdad
MONTERO_FingirLoQuePuedeSer(Transk-IMPR),fingir-lo-que-puede-ser
DESCONOCIDO_FingirPorConservar,fingir-por-conservar
MORETO_FingirYAmar,fingir-y-amar
SOLIS-DIEGO_FirmeLealtad(Transk-IMPR),la-firme-lealtad
DESCONOCIDO_FirmezaDeLaIglesia(Auto)(Transk-MSS),la-firmeza-de-la-iglesia
CUEVA-SILVA_FirmezaEnElAusencia(Transk-MSS),la-firmeza-en-la-ausencia
LOPE_FirmezaEnLaDesdicha,la-firmeza-en-la-desdicha
FRANCISCO_FirmezaAmorYVenganza(Transk-IMPR),firmeza-amor-y-venganza
GONGORA_FirmezasDeIsabela,las-firmezas-de-isabela
VALDIVIELSO_FlorDeLisDeFrancia(Transk-IMPR),la-flor-de-lis-de-francia
LOPE_FloresDeDonJuan,las-flores-de-don-juan-y-rico-y-pobre-trocados
CASTRO-Y-VEGA_FloridaSenectud(Transk-MSS),florida-senectud-y-honestidad-defendida
LOPEdudosa_FortunaAdversaFernandoDePortugal,la-fortuna-adversa-del-infante-don-fernando-de-portugal
LOPE_FortunaMerecida,la-fortuna-merecida
CALDERON_FortunasDeAndromedaYPerseo(Comedia),fortunas-de-andromeda-y-perseo-las
DESCONOCIDO_FortunasDeDonJuanDeCastro,fortunas-de-don-juan-de-castro-y-lemos
PINA-JUAN_FortunasDelPrincipeDePolonia,las-fortunas-del-principe-de-polonia
PEYRON_FortunasTragicasDelDuqueDeMemoransi(Transk-IMPR),las-fortunas-tragicas-del-duque-de-memoransi
DESCONOCIDO_FrancesaLaura,la-francesa-laura
LOPE_Francesilla,la-francesilla
CALDERON_Franchota(Entremes),la-franchota
LOPEdudosa_FrayDiablo,fray-diablo-y-el-diablo-predicador
CASTILLO_FuegoDadoDelCielo(Auto),el-fuego-dado-del-cielo
CALDERON_FuegoDeDios,fuego-de-dios-es-el-querer-bien
VIDAL_FuegoDeRiquezas(Transk-MSS),el-fuego-de-las-riquezas-y-destruccion-de-sagunto
MONROY_Fuenteovejuna(Transk-IMPR),fuente-ovejuna
LOPE_FuenteOvejuna,fuenteovejuna
ESQUERDO_FuerteAnimosoSagaz(Transk-IMPR),el-fuerte-animoso-sagaz-y-valiente-martin-lopez-de-aibar
TAPIA_FuerzaDeAmorYVenganza(Transk-IMPR),fuerza-de-amor-y-venganza
CASTRO_FuerzaDeLaCostumbre(Transk-MSS),la-fuerza-de-la-costumbre
MORETO_FuerzaDeLaLey,la-fuerza-de-la-ley
CASTRO_FuerzaDeLaSangre(Transk-MSS),la-fuerza-de-la-sangre
MALASPINA_FuerzaDeLaVerdad(Transk-IMPR),el-diablo-predicador-la-fuerza-de-la-verdad
AGUILAR_FuerzaDelInteres(Transk-IMPR),la-fuerza-del-interes
MORETO&CANCER&MATOS_FuerzaDelNatural,la-fuerza-del-natural
LOPE_FuerzaLastimosa,la-fuerza-lastimosa
AVILA_FulleriasDeAmor(TerceraJornada),las-fullerias-de-amor-tercera-jornada
LOPEdudosa_FundacionDeLaAlhambra(Transk-IMPR),la-fundacion-de-la-alhambra-de-granada
TARREGA_FundacionDeLaOrdenMerced(Transk-IMPR),fundacion-de-la-orden-de-nuestra-senora-de-la-merced-por-el-rey-don
ENCISO_CriselioYCleon(Transk-MSS),fabula-de-criselio-y-cleon
DESCONOCIDO_FabulaDeDafne,fabula-de-dafne
LOPE_FabulaDePerseo,la-fabula-de-perseo
