work_id,title,slug,slug_source,automatic_slug,override_slug,report_url,otrostitulos
VILLEGAS&LANINI_EneasDeLaVirgen(Transk-IMPR),Eneas de la Virgen y primer rey de Navarra,eneas-de-la-virgen-y-primer-rey-de-navarra,automatic,eneas-de-la-virgen-y-primer-rey-de-navarra,,https://etso.es/informes/analisis-estilometrico-eneas-de-la-virgen-y-primer-rey-de-navarra,
TARREGA_EnemigaFavorable,"Enemiga favorable, La",la-enemiga-favorable,automatic,la-enemiga-favorable,,https://etso.es/informes/analisis-estilometrico-la-enemiga-favorable,
LOPE_EnemigoEnganado,"Enemigo engañado, El",el-enemigo-enganado,automatic,el-enemigo-enganado,,https://etso.es/informes/analisis-estilometrico-el-enemigo-enganado,
LOPE_EnemigosEnCasa,"Enemigos en casa, Los",los-enemigos-en-casa,automatic,los-enemigos-en-casa,,https://etso.es/informes/analisis-estilometrico-los-enemigos-en-casa,
CASTRO_EnemigosHermanos(Transk-IMPR),"Enemigos hermanos, Los",los-enemigos-hermanos,automatic,los-enemigos-hermanos,,https://etso.es/informes/analisis-estilometrico-los-enemigos-hermanos,
CALDERON&VELEZ&CANCER_EnfermarConElRemedio,Enfermar con el remedio,enfermar-con-el-remedio,automatic,enfermar-con-el-remedio,,https://etso.es/informes/analisis-estilometrico-enfermar-con-el-remedio,
FUENTE_EnganarConLaVerdad(Transk-IMPR),Engañar con la verdad,enganar-con-la-verdad,automatic,enganar-con-la-verdad,,https://etso.es/informes/analisis-estilometrico-enganar-con-la-verdad,
CABEZA_EnganarParaCasarse(Transk-IMPR),Engañar para casarse,enganar-para-casarse,automatic,enganar-para-casarse,,https://etso.es/informes/analisis-estilometrico-enganar-para-casarse,
ENRIQUEZ_EnganarParaReinar,Engañar para reinar,enganar-para-reinar,automatic,enganar-para-reinar,,https://etso.es/informes/analisis-estilometrico-enganar-para-reinar,
CASTRO_EnganarseEnganando(Transk-IMPR),Engañarse engañando,enganarse-enganando,automatic,enganarse-enganando,,https://etso.es/informes/analisis-estilometrico-enganarse-enganando,
MONTERO_EnganoDeUnosCelos(Transk-IMPR),"Engaño de unos celos, El",el-engano-de-unos-celos,automatic,el-engano-de-unos-celos,,https://etso.es/informes/analisis-estilometrico-el-engano-de-unos-celos,
LOPEdudosa_EnganoEnLaVerdad,"Engaño en la verdad, El",el-engano-en-la-verdad,automatic,el-engano-en-la-verdad,,https://etso.es/informes/analisis-estilometrico-el-engano-en-la-verdad,
DESCONOCIDO_EnganoEnLaVictoria(Transk-MSS),"Engaño en la victoria, El",el-engano-en-la-victoria,automatic,el-engano-en-la-victoria,,https://etso.es/informes/analisis-estilometrico-el-engano-en-la-victoria,
MORETO_EnganosDeUnEngano,"Engaños de un engaño y confusión de un papel, Los",los-enganos-de-un-engano-y-confusion-de-un-papel,automatic,los-enganos-de-un-engano-y-confusion-de-un-papel,,https://etso.es/informes/analisis-estilometrico-los-enganos-de-un-engano-y-confusion-de-un-papel,
ARBOREDA_EnganosHayQueSonJustos(Transk-MSS),"Engaños hay que son justos en lides de amor y celos, y segundo rey de Roma, o la coronación de Numa Pompilio",enganos-hay-que-son-justos-en-lides-de-amor-y-celos-y-segundo-rey,automatic,enganos-hay-que-son-justos-en-lides-de-amor-y-celos-y-segundo-rey,,https://etso.es/informes/analisis-estilometrico-enganos-hay-que-son-justos-en-lides-de-amor-y-celos-y-segundo-rey,
LOPEdudosa_EnmendarUnDanoAOtro,Enmendar un daño a otro,enmendar-un-dano-otro,override,enmendar-un-dano-a-otro,enmendar-un-dano-otro,https://etso.es/informes/analisis-estilometrico-enmendar-un-dano-otro,
JIMENEZ-CISNEROS_EnmendarYerrosDeAmor(Transk-IMPR),Enmendar yerros de amor,enmendar-yerros-de-amor,automatic,enmendar-yerros-de-amor,,https://etso.es/informes/analisis-estilometrico-enmendar-yerros-de-amor,
CEPEDA_EnredosDeMartin,"Enredos de Martín, Los",los-enredos-de-martin,automatic,los-enredos-de-martin,,https://etso.es/informes/analisis-estilometrico-los-enredos-de-martin,
REYES_EnredosDelDiablo(Transk-IMPR),"Enredos del Diablo, Los",los-enredos-del-diablo,automatic,los-enredos-del-diablo,,https://etso.es/informes/analisis-estilometrico-los-enredos-del-diablo,
CALDERONdudosa_EnsenarseASerBuenRey(Transk-IMPR),Enseñarse a ser buen rey,ensenarse-a-ser-buen-rey,automatic,ensenarse-a-ser-buen-rey,,https://etso.es/informes/analisis-estilometrico-ensenarse-a-ser-buen-rey,
DESCONOCIDO_EntradaDelMarquesDeLosVelez(Transk-IMPR),Entrada del Marqués de los Vélez en Cataluña y asalto de Montjuic,entrada-del-marques-de-los-velez-en-cataluna-y-asalto-de-montjuic,automatic,entrada-del-marques-de-los-velez-en-cataluna-y-asalto-de-montjuic,,https://etso.es/informes/analisis-estilometrico-entrada-del-marques-de-los-velez-en-cataluna-y-asalto-de-montjuic,
CORDERO_EntradaDelReyEnPortugal,"Entrada del rey en Portugal, La",la-entrada-del-rey-en-portugal,automatic,la-entrada-del-rey-en-portugal,,https://etso.es/informes/analisis-estilometrico-la-entrada-del-rey-en-portugal,
ROJAS_EntreBobos,Entre bobos anda el juego,entre-bobos-anda-el-juego,automatic,entre-bobos-anda-el-juego,,https://etso.es/informes/analisis-estilometrico-entre-bobos-anda-el-juego,
VALDIVIELSO_EntreDiaYNoche(Auto)(Modern-Aut),Entre día y noche,entre-dia-y-noche,automatic,entre-dia-y-noche,,https://etso.es/informes/analisis-estilometrico-entre-dia-y-noche,
CUBILLO_EntreLosSueltosCaballos,Entre los sueltos caballos,entre-los-sueltos-caballos,automatic,entre-los-sueltos-caballos,,https://etso.es/informes/analisis-estilometrico-entre-los-sueltos-caballos,
CERVANTES_Entretenida,"Entretenida, La",la-entretenida,automatic,la-entretenida,,https://etso.es/informes/analisis-estilometrico-la-entretenida,
LOPE_EnvidiaDeLaNobleza,"Envidia de la nobleza, La",la-envidia-de-la-nobleza,automatic,la-envidia-de-la-nobleza,,https://etso.es/informes/analisis-estilometrico-la-envidia-de-la-nobleza,
DESCONOCIDO_EnvidiaDeLucifer,"Envidia de Lucifer, La",la-envidia-de-lucifer,automatic,la-envidia-de-lucifer,,https://etso.es/informes/analisis-estilometrico-la-envidia-de-lucifer,
MONROY_EnvidiasVencenFortunas(Transk-IMPR),Envidias vencen fortunas,envidias-vencen-fortunas,automatic,envidias-vencen-fortunas,,https://etso.es/informes/analisis-estilometrico-envidias-vencen-fortunas,
LOZANO_EnMujerVenganzaHonrosa(Transk-IMPR),En mujer venganza honrosa,en-mujer-venganza-honrosa,automatic,en-mujer-venganza-honrosa,,https://etso.es/informes/analisis-estilometrico-en-mujer-venganza-honrosa,
BELMONTE_EnRiesgosLuceElAmor(Transk-IMPR),En riesgos luce el amor,en-riesgos-luce-el-amor,automatic,en-riesgos-luce-el-amor,,https://etso.es/informes/analisis-estilometrico-en-riesgos-luce-el-amor,
ZABALETA_ErmitanoGalan,"Ermitaño galán, El",el-ermitano-galan,automatic,el-ermitano-galan,,https://etso.es/informes/analisis-estilometrico-el-ermitano-galan,
MUXET_ErmitanoSeglar(Transk-IMPR),"Ermitaño seglar, El",el-ermitano-seglar,automatic,el-ermitano-seglar,,https://etso.es/informes/analisis-estilometrico-el-ermitano-seglar,
ROSETE_ErrarPrincipiosDeAmor(Transk-IMPR),Errar principios de amor,errar-principios-de-amor,automatic,errar-principios-de-amor,,https://etso.es/informes/analisis-estilometrico-errar-principios-de-amor,
DESCONOCIDO_EscalaDeJacob,"Escala de Jacob, La",la-escala-de-jacob,automatic,la-escala-de-jacob,,https://etso.es/informes/analisis-estilometrico-la-escala-de-jacob,
ENRIQUEZ_EscalaDeLaGracia,"Escala de la gracia, La",la-escala-de-la-gracia,automatic,la-escala-de-la-gracia,,https://etso.es/informes/analisis-estilometrico-la-escala-de-la-gracia,
MONTALBAN_Escanderbech(Auto)(Transk-IMPR),Escanderbech,escanderbech,automatic,escanderbech,,https://etso.es/informes/analisis-estilometrico-escanderbech,
LOPEZ-FELIPE_Escanderbey(Burlesca)(Transk-MSS),Escanderbey (Burlesca),escanderbey-burlesca,automatic,escanderbey-burlesca,,https://etso.es/informes/analisis-estilometrico-escanderbey-burlesca,
MONROY_EscarmientosDelPecado(Transk-IMPR),Escarmientos del pecado y fuerza del desengaño,escarmientos-del-pecado-y-fuerza-del-desengano,automatic,escarmientos-del-pecado-y-fuerza-del-desengano,,https://etso.es/informes/analisis-estilometrico-escarmientos-del-pecado-y-fuerza-del-desengano,
TIRSO_EscarmientoCuerdo,Escarmientos para el cuerdo,escarmientos-para-el-cuerdo,automatic,escarmientos-para-el-cuerdo,,https://etso.es/informes/analisis-estilometrico-escarmientos-para-el-cuerdo,
DESCONOCIDO_Escarraman(Auto)(Transk-MSS),Escarramán,escarraman-0,override,escarraman,escarraman-0,https://etso.es/informes/analisis-estilometrico-escarraman-0,
MATOS_Escarraman,Escarramán,escarraman,override,escarraman-0,escarraman,https://etso.es/informes/analisis-estilometrico-escarraman,
LOPE_EsclavaDeSuGalan,"Esclava de su galán, La",la-esclava-de-su-galan,automatic,la-esclava-de-su-galan,,https://etso.es/informes/analisis-estilometrico-la-esclava-de-su-galan,
LOPEdudosa_EsclavaDeSuHijo,"Esclava de su hijo, La",la-esclava-de-su-hijo,automatic,la-esclava-de-su-hijo,,https://etso.es/informes/analisis-estilometrico-la-esclava-de-su-hijo,
DESCONOCIDO_EsclavaDeSuMarido(Auto),"Esclava de su marido, La",la-esclava-de-su-marido,automatic,la-esclava-de-su-marido,,https://etso.es/informes/analisis-estilometrico-la-esclava-de-su-marido,
CLARAMONTE_EsclavaDelCielo,"Esclava del cielo, Santa Engracia, La",la-esclava-del-cielo-santa-engracia,automatic,la-esclava-del-cielo-santa-engracia,,https://etso.es/informes/analisis-estilometrico-la-esclava-del-cielo-santa-engracia,
VILLEGAS&ROJO_EsclavitudMasDichosa(Transk-IMPR),"Esclavitud más dichosa, La",la-esclavitud-mas-dichosa,automatic,la-esclavitud-mas-dichosa,,https://etso.es/informes/analisis-estilometrico-la-esclavitud-mas-dichosa,
DESCONOCIDO_EsclavitudMasTirana(Transk-IMPR),Esclavitud más tirana y libertad más gloriosa,esclavitud-mas-tirana-y-libertad-mas-gloriosa,automatic,esclavitud-mas-tirana-y-libertad-mas-gloriosa,,https://etso.es/informes/analisis-estilometrico-esclavitud-mas-tirana-y-libertad-mas-gloriosa,
DESCONOCIDO_EsclavoALoDivino(Auto)(Transk-MSS),"Esclavo a lo divino y mártir de Zaragoza, El",el-esclavo-lo-divino-y-martir-de-zaragoza,override,el-esclavo-a-lo-divino-y-martir-de-zaragoza,el-esclavo-lo-divino-y-martir-de-zaragoza,https://etso.es/informes/analisis-estilometrico-el-esclavo-lo-divino-y-martir-de-zaragoza,
DESCONOCIDO_EsclavoDeIsrael,"Esclavo de Israel, El",el-esclavo-de-israel,automatic,el-esclavo-de-israel,,https://etso.es/informes/analisis-estilometrico-el-esclavo-de-israel,
CALDERONdudosa_EsclavoDeMaria(Transk-IMPR),"Esclavo de María, El",el-esclavo-de-maria,automatic,el-esclavo-de-maria,,https://etso.es/informes/analisis-estilometrico-el-esclavo-de-maria,
LOPE_EsclavoDeRoma,"Esclavo de Roma, El",el-esclavo-de-roma,automatic,el-esclavo-de-roma,,https://etso.es/informes/analisis-estilometrico-el-esclavo-de-roma,
MORETO_EsclavoDeSuHijoAzoteDeSuPatria,"Esclavo de su hijo, El",el-esclavo-de-su-hijo,automatic,el-esclavo-de-su-hijo,,https://etso.es/informes/analisis-estilometrico-el-esclavo-de-su-hijo,"Azote de su patria y renegado Abdenaga, El"
LOPEdudosa_EsclavoDeVenecia,"Esclavo de Venecia y amante de su hermana, El",el-esclavo-de-venecia-y-amante-de-su-hermana,automatic,el-esclavo-de-venecia-y-amante-de-su-hermana,,https://etso.es/informes/analisis-estilometrico-el-esclavo-de-venecia-y-amante-de-su-hermana,
MIRA_EsclavoDelDemonio,"Esclavo del demonio, El",el-esclavo-del-demonio,automatic,el-esclavo-del-demonio,,https://etso.es/informes/analisis-estilometrico-el-esclavo-del-demonio,
ROA_EsclavoDelMasImpropioDueno(Transk-IMPR),"Esclavo del más impropio dueño y arriesgarse por amar, El",el-esclavo-del-mas-impropio-dueno-y-arriesgarse-por-amar,automatic,el-esclavo-del-mas-impropio-dueno-y-arriesgarse-por-amar,,https://etso.es/informes/analisis-estilometrico-el-esclavo-del-mas-impropio-dueno-y-arriesgarse-por-amar,
BANCES_EsclavoEnGrillosDeOro,"Esclavo en grillos de oro, El",el-esclavo-en-grillos-de-oro,automatic,el-esclavo-en-grillos-de-oro,,https://etso.es/informes/analisis-estilometrico-el-esclavo-en-grillos-de-oro,
LOPEdudosa_EsclavoFingido,"Esclavo fingido, El",el-esclavo-fingido,automatic,el-esclavo-fingido,,https://etso.es/informes/analisis-estilometrico-el-esclavo-fingido,
GONZALEZ-CASTILLO_EsclavosDeSuEsclava(Transk-IMPR),"Esclavos de su esclava y hacer bien nunca se pierde, Los",los-esclavos-de-su-esclava-y-hacer-bien-nunca-se-pierde,automatic,los-esclavos-de-su-esclava-y-hacer-bien-nunca-se-pierde,,https://etso.es/informes/analisis-estilometrico-los-esclavos-de-su-esclava-y-hacer-bien-nunca-se-pierde,
LOPE_EsclavosLibres,"Esclavos libres, Los",los-esclavos-libres,automatic,los-esclavos-libres,,https://etso.es/informes/analisis-estilometrico-los-esclavos-libres,
LOPE_EscolasticaCelosa,"Escolástica celosa, La",la-escolastica-celosa,automatic,la-escolastica-celosa,,https://etso.es/informes/analisis-estilometrico-la-escolastica-celosa,
CALDERONdudosa_EscondidoYLaTapada,"Escondido y la tapada, El",el-escondido-y-la-tapada,automatic,el-escondido-y-la-tapada,,https://etso.es/informes/analisis-estilometrico-el-escondido-y-la-tapada,
COELLO_EscudoDeFortuna(Transk-IMPR),"Escudo de fortuna, El",el-escudo-de-fortuna,automatic,el-escudo-de-fortuna,,https://etso.es/informes/analisis-estilometrico-el-escudo-de-fortuna,
VALDIVIELSO_EscuelaDivina(Auto)(Transk-MSS),"Escuela divina, La",la-escuela-divina,automatic,la-escuela-divina,,https://etso.es/informes/analisis-estilometrico-la-escuela-divina,
CALDERONdudosa_EscandaloDeGrecia,Escándalo de Grecia contra las santas imágenes,escandalo-de-grecia-contra-las-santas-imagenes,automatic,escandalo-de-grecia-contra-las-santas-imagenes,,https://etso.es/informes/analisis-estilometrico-escandalo-de-grecia-contra-las-santas-imagenes,
MARTINEZ_EsforciasDeMilan,"Esforcias de Milán, Los",los-esforcias-de-milan,automatic,los-esforcias-de-milan,,https://etso.es/informes/analisis-estilometrico-los-esforcias-de-milan,
ROJASdudosa_EsmeraldaDelAmor,"Esmeralda del amor, La",la-esmeralda-del-amor,automatic,la-esmeralda-del-amor,,https://etso.es/informes/analisis-estilometrico-la-esmeralda-del-amor,
DESCONOCIDO_EspadaDelSegundoAdan(Transk-MSS),"Espada del segundo Adán, La",la-espada-del-segundo-adan,automatic,la-espada-del-segundo-adan,,https://etso.es/informes/analisis-estilometrico-la-espada-del-segundo-adan,
DESCONOCIDO_EspadaCaballoYPintura(Transk-MSS),"Espada, caballo y pintura",espada-caballo-y-pintura,automatic,espada-caballo-y-pintura,,https://etso.es/informes/analisis-estilometrico-espada-caballo-y-pintura,
BARRIOS_EspanolDeOran(Transk-IMPR),"Español de Orán, El",el-espanol-de-oran,automatic,el-espanol-de-oran,,https://etso.es/informes/analisis-estilometrico-el-espanol-de-oran,
REMON_EspanolEntreTodas(PrimeraParte),"Español entre todas las naciones, El (primera parte)",el-espanol-entre-todas-las-naciones-primera-parte,automatic,el-espanol-entre-todas-las-naciones-primera-parte,,https://etso.es/informes/analisis-estilometrico-el-espanol-entre-todas-las-naciones-primera-parte,
REMON_EspanolEntreTodas(SegundaParte),"Español entre todas las naciones, El (segunda parte)",el-espanol-entre-todas-las-naciones-segunda-parte,automatic,el-espanol-entre-todas-las-naciones-segunda-parte,,https://etso.es/informes/analisis-estilometrico-el-espanol-entre-todas-las-naciones-segunda-parte,
GONZALEZ-MANUEL_EspanolJuanDeUrbina(Transk-IMPR),"Español Juan de Urbina, El",el-espanol-juan-de-urbina,automatic,el-espanol-juan-de-urbina,,https://etso.es/informes/analisis-estilometrico-el-espanol-juan-de-urbina,
BANCES_EspanolMasAmante(Transk-IMPR),"Español más amante, El",el-espanol-mas-amante,automatic,el-espanol-mas-amante,,https://etso.es/informes/analisis-estilometrico-el-espanol-mas-amante,
GONZALEZ-BUSTOS_EspanolViriato(Transk-MSS),"Español Viriato, El",el-espanol-viriato,automatic,el-espanol-viriato,,https://etso.es/informes/analisis-estilometrico-el-espanol-viriato,
LOPEdudosa_EspanolaDeFlorencia,Española de Florencia,espanola-de-florencia,automatic,espanola-de-florencia,,https://etso.es/informes/analisis-estilometrico-espanola-de-florencia,"Las burlas veras, La"
DESCONOCIDO_EspanolaEnMilan(Transk-MSS),"Española en Milán, La",la-espanola-en-milan,automatic,la-espanola-en-milan,,https://etso.es/informes/analisis-estilometrico-la-espanola-en-milan,
CEPEDA_Espanola,"Española, La",la-espanola,automatic,la-espanola,,https://etso.es/informes/analisis-estilometrico-la-espanola,
GONZALEZ-BUSTOS_EspanolesEnChile,"Españoles en Chile, Los",los-espanoles-en-chile,automatic,los-espanoles-en-chile,,https://etso.es/informes/analisis-estilometrico-los-espanoles-en-chile,
LOPE_EspanolesEnFlandes,"Españoles en Flandes, Los",las-espanoles-en-flandes,override,los-espanoles-en-flandes,las-espanoles-en-flandes,https://etso.es/informes/analisis-estilometrico-las-espanoles-en-flandes,
DESCONOCIDO_EspejoDeLaMuerte(Auto)(Transk-IMPR),"Espejo de la muerte, El",el-espejo-de-la-muerte,automatic,el-espejo-de-la-muerte,,https://etso.es/informes/analisis-estilometrico-el-espejo-de-la-muerte,
VELEZ_EspejoDelMundo,"Espejo del mundo, El",el-espejo-del-mundo,automatic,el-espejo-del-mundo,,https://etso.es/informes/analisis-estilometrico-el-espejo-del-mundo,
CALDERON_EspigasDeRuth(Auto),"Espigas de Ruth, Las",las-espigas-de-ruth,automatic,las-espigas-de-ruth,,https://etso.es/informes/analisis-estilometrico-las-espigas-de-ruth,
TARREGA_EsposoFingido,"Esposo fingido, El",el-esposo-fingido,automatic,el-esposo-fingido,,https://etso.es/informes/analisis-estilometrico-el-esposo-fingido,
MATOS_EstadosMudanCostumbres(Transk-IMPR),Estados mudan costumbres,estados-mudan-costumbres,automatic,estados-mudan-costumbres,,https://etso.es/informes/analisis-estilometrico-estados-mudan-costumbres,
CALDERON_EstatuaDePrometeo,"Estatua de Prometeo, La",estatua-de-prometeo-la,override,la-estatua-de-prometeo,estatua-de-prometeo-la,https://etso.es/informes/analisis-estilometrico-estatua-de-prometeo-la,
LOPE_EstefaniaLaDesdichada,Estefanía la desdichada,estefania-la-desdichada,automatic,estefania-la-desdichada,,https://etso.es/informes/analisis-estilometrico-estefania-la-desdichada,
TIRSO_EstoSiQueEsNegociar,Esto sí que es negociar,esto-si-que-es-negociar,automatic,esto-si-que-es-negociar,,https://etso.es/informes/analisis-estilometrico-esto-si-que-es-negociar,
DESCONOCIDO_EstragoDeOdioYAmor(Transk-IMPR),"Estrago de odio y amor, Eneas y Dido",estrago-de-odio-y-amor-eneas-y-dido,automatic,estrago-de-odio-y-amor-eneas-y-dido,,https://etso.es/informes/analisis-estilometrico-estrago-de-odio-y-amor-eneas-y-dido,
FAJARDO_EstrellaDeEuropa(Transk-MSS),"Estrella de Europa y fénix de África, La",la-estrella-de-europa-y-fenix-de-africa,automatic,la-estrella-de-europa-y-fenix-de-africa,,https://etso.es/informes/analisis-estilometrico-la-estrella-de-europa-y-fenix-de-africa,
MORALES_EstrellaDeMonserrate(Transk-IMPR),"Estrella de Monserrate, La",la-estrella-de-monserrate,automatic,la-estrella-de-monserrate,,https://etso.es/informes/analisis-estilometrico-la-estrella-de-monserrate,
DESCONOCIDO_EstrellaDeSevilla,"Estrella de Sevilla, La",la-estrella-de-sevilla,automatic,la-estrella-de-sevilla,,https://etso.es/informes/analisis-estilometrico-la-estrella-de-sevilla,
DESCONOCIDO_EstrellaQueAlumbraAOrgaz(Transk-IMPR),"Estrella que alumbra a Orgaz, Nuestra Señora del Socorro",estrella-que-alumbra-orgaz-nuestra-senora-del-socorro,override,estrella-que-alumbra-a-orgaz-nuestra-senora-del-socorro,estrella-que-alumbra-orgaz-nuestra-senora-del-socorro,https://etso.es/informes/analisis-estilometrico-estrella-que-alumbra-orgaz-nuestra-senora-del-socorro,
DESCONOCIDO_EstrellaDelMadronal(Transk-MSS),"Estrella del Madroñal y devoción del Rosario, La",la-estrella-del-madronal-y-devocion-del-rosario,automatic,la-estrella-del-madronal-y-devocion-del-rosario,,https://etso.es/informes/analisis-estilometrico-la-estrella-del-madronal-y-devocion-del-rosario,
DESCONOCIDO_EstrologoBorracho(Entremes),"Estrólogo borracho, El",el-estrologo-borracho,automatic,el-estrologo-borracho,,https://etso.es/informes/analisis-estilometrico-el-estrologo-borracho,
LOZANO_EstudianteDeDia(Transk-IMPR),"Estudiante de día y galán de noche, El",el-estudiante-de-dia-y-galan-de-noche,automatic,el-estudiante-de-dia-y-galan-de-noche,,https://etso.es/informes/analisis-estilometrico-el-estudiante-de-dia-y-galan-de-noche,
SOLIS_EuridiceYOrfeo,Eurídice y Orfeo,euridice-y-orfeo,automatic,euridice-y-orfeo,,https://etso.es/informes/analisis-estilometrico-euridice-y-orfeo,
CALDERON_ExaltacionDeLaCruz,"Exaltación de la cruz, La",exaltacion-de-la-cruz-la,override,la-exaltacion-de-la-cruz,exaltacion-de-la-cruz-la,https://etso.es/informes/analisis-estilometrico-exaltacion-de-la-cruz-la,
ALARCON_ExamenDeMaridos,"Examen de maridos, El",el-examen-de-maridos,automatic,el-examen-de-maridos,,https://etso.es/informes/analisis-estilometrico-el-examen-de-maridos,
MIRA_ExaminarseDeRey,Examinarse de rey,examinarse-de-rey,automatic,examinarse-de-rey,,https://etso.es/informes/analisis-estilometrico-examinarse-de-rey,
CERVERO_ExtremosDeAmorYHonor(Transk-MSS),Extremos de amor y honor,extremos-de-amor-y-honor,automatic,extremos-de-amor-y-honor,,https://etso.es/informes/analisis-estilometrico-extremos-de-amor-y-honor,
CALDERON_Faetonte,"Faetonte, El",faetonte-el,override,el-faetonte,faetonte-el,https://etso.es/informes/analisis-estilometrico-faetonte-el,
DESCONOCIDO(3)_FalsoNuncioDePortugal(Transk-IMPR),"Falso nuncio de Portugal, El",el-falso-nuncio-de-portugal,automatic,el-falso-nuncio-de-portugal,,https://etso.es/informes/analisis-estilometrico-el-falso-nuncio-de-portugal,
CIFUENTES_FamaEsLaMejorDama(Transk-MSS),"Fama es la mejor dama, La",la-fama-es-la-mejor-dama,automatic,la-fama-es-la-mejor-dama,,https://etso.es/informes/analisis-estilometrico-la-fama-es-la-mejor-dama,
AVILA_FamiliarSinDemonio,Familiar sin demonio,familiar-sin-demonio,automatic,familiar-sin-demonio,,https://etso.es/informes/analisis-estilometrico-familiar-sin-demonio,
QUIROS-JUAN_FamosaToledana,"Famosa toledana, La",la-famosa-toledana,automatic,la-famosa-toledana,,https://etso.es/informes/analisis-estilometrico-la-famosa-toledana,
LOPE_FamosasAsturianas,"Famosas asturianas, Las",las-famosas-asturianas,automatic,las-famosas-asturianas,,https://etso.es/informes/analisis-estilometrico-las-famosas-asturianas,
DESCONOCIDO_FamososHechosDeMudarra(Auto)(Transk-MSS),"Famosos hechos de Mudarra, Los",los-famosos-hechos-de-mudarra,automatic,los-famosos-hechos-de-mudarra,,https://etso.es/informes/analisis-estilometrico-los-famosos-hechos-de-mudarra,
CASTILLO_FantasmaDeValencia,"Fantasma de Valencia, La",la-fantasma-de-valencia,automatic,la-fantasma-de-valencia,,https://etso.es/informes/analisis-estilometrico-la-fantasma-de-valencia,
LOPE_FavorAgradecido,"Favor agradecido, El",el-favor-agradecido,automatic,el-favor-agradecido,,https://etso.es/informes/analisis-estilometrico-el-favor-agradecido,
CORDERO_FavorEnLaSentencia(Transk-MSS),"Favor en la sentencia, El",el-favor-en-la-sentencia,automatic,el-favor-en-la-sentencia,,https://etso.es/informes/analisis-estilometrico-el-favor-en-la-sentencia,
ALARCON_FavoresDelMundo,"Favores del mundo, Los",los-favores-del-mundo,automatic,los-favores-del-mundo,,https://etso.es/informes/analisis-estilometrico-los-favores-del-mundo,
DESCONOCIDO_FavoresQueHizoDios(Transk-IMPR),Favores que hizo Dios al señor conde Fernán González,favores-que-hizo-dios-al-senor-conde-fernan-gonzalez,automatic,favores-que-hizo-dios-al-senor-conde-fernan-gonzalez,,https://etso.es/informes/analisis-estilometrico-favores-que-hizo-dios-al-senor-conde-fernan-gonzalez,
MIRA_FeDeHungria(Auto),"Fe de Hungría, La",la-fe-de-hungria,automatic,la-fe-de-hungria,,https://etso.es/informes/analisis-estilometrico-la-fe-de-hungria,
HERRERA_FeNoHaMenesterArmas,"Fe no ha menester armas y venida del inglés a Cádiz, La",fe-no-ha-menester-armas-y-venida-del-ingles-cadiz-la,override,la-fe-no-ha-menester-armas-y-venida-del-ingles-a-cadiz,fe-no-ha-menester-armas-y-venida-del-ingles-cadiz-la,https://etso.es/informes/analisis-estilometrico-fe-no-ha-menester-armas-y-venida-del-ingles-cadiz-la,
TURIA_FePagada,"Fe pagada, La",la-fe-pagada,automatic,la-fe-pagada,,https://etso.es/informes/analisis-estilometrico-la-fe-pagada,
LOPE_FeRompida,"Fe rompida, La",la-fe-rompida,automatic,la-fe-rompida,,https://etso.es/informes/analisis-estilometrico-la-fe-rompida,
ZAMORA_FeSeFirmaConSangre(Transk-IMPR),"Fe se firma con sangre y el primer inquisidor San Pedro Mártir, La",la-fe-se-firma-con-sangre-y-el-primer-inquisidor-san-pedro-martir,automatic,la-fe-se-firma-con-sangre-y-el-primer-inquisidor-san-pedro-martir,,https://etso.es/informes/analisis-estilometrico-la-fe-se-firma-con-sangre-y-el-primer-inquisidor-san-pedro-martir,
DESCONOCIDO_FeYSanAgustin(Auto)(Transk-MSS),"Fe y San Agustín, La",la-fe-y-san-agustin,automatic,la-fe-y-san-agustin,,https://etso.es/informes/analisis-estilometrico-la-fe-y-san-agustin,
LOPE_Felisarda,"Felisarda, La",la-felisarda,automatic,la-felisarda,,https://etso.es/informes/analisis-estilometrico-la-felisarda,
ALMEIDA-PINTO_FelizRestauracionDePortugal,"Feliz restauración de Portugal y muerte del secretario Miguel de Vasconcelos, La",la-feliz-restauracion-de-portugal-y-muerte-del-secretario-miguel-de,override,la-feliz-restauracion-de-portugal-y-muerte-del-secretario-miguel,la-feliz-restauracion-de-portugal-y-muerte-del-secretario-miguel-de,https://etso.es/informes/analisis-estilometrico-la-feliz-restauracion-de-portugal-y-muerte-del-secretario-miguel-de,
DESCONOCIDO_FeriaDelBotijero(Transk-MSS),"Feria del botijero, La",la-feria-del-botijero,automatic,la-feria-del-botijero,,https://etso.es/informes/analisis-estilometrico-la-feria-del-botijero,
LOPE_FeriasDeMadrid,"Ferias de Madrid, Las",las-ferias-de-madrid,automatic,las-ferias-de-madrid,,https://etso.es/informes/analisis-estilometrico-las-ferias-de-madrid,
VALDIVIELSO_FeriasDelAlma(Auto)(Modern-Aut),"Ferias del alma, Las",las-ferias-del-alma,automatic,las-ferias-del-alma,,https://etso.es/informes/analisis-estilometrico-las-ferias-del-alma,
ENRIQUEZdudosa_FernanMendezPinto(PrimeraParte),Fernán Méndez Pinto (primera parte),fernan-mendez-pinto-primera-parte,automatic,fernan-mendez-pinto-primera-parte,,https://etso.es/informes/analisis-estilometrico-fernan-mendez-pinto-primera-parte,
